Map,Round Number,Score,Winning Team,Winning Side,Win Method
3Split,1,"""0-1""",TE,Attackers,Spike Detonation
3Split,2,"""0-2""",TE,Attackers,Spike Detonation
3Split,3,"""1-2""",BLG,Defenders,Defuse
3Split,4,"""1-3""",TE,Attackers,Elimination
3Split,5,"""1-4""",TE,Attackers,Elimination
3Split,6,"""1-5""",TE,Attackers,Elimination
3Split,7,"""1-6""",TE,Attackers,Elimination
3Split,8,"""1-7""",TE,Attackers,Spike Detonation
3Split,9,"""1-8""",TE,Attackers,Elimination
3Split,10,"""1-9""",TE,Attackers,Elimination
3Split,11,"""1-10""",TE,Attackers,Elimination
3Split,12,"""1-11""",TE,Attackers,Elimination
3Split,13,"""1-12""",BLG,Defenders,Elimination
3Split,14,"""1-13""",BLG,Defenders,Elimination
3Split,15,"""""",,,
3Split,16,"""""",,,
3Split,17,"""""",,,
3Split,18,"""""",,,
3Split,19,"""""",,,
3Split,20,"""""",,,
3Split,21,"""""",,,
3Split,22,"""""",,,
3Split,23,"""""",,,
3Split,24,"""""",,,
