,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,1 Round 10 Killua primmie,1 Round 2 primmie thyy Killua,,,,,,,,42,0,0
BerserX BME,,2 Round 11 JitBoyS Killua Round 15 Crws Killua,,,,,,,,,49,0,0
NcSlasher BME,,1 Round 16 thyy JitBoyS,,,,,,,,,31,0,0
Shiro BME,,2 Round 9 Killua thyy Round 11 primmie thyy,1 Round 7 primmie thyy Crws,,,,,,,,50,8,0
dos9 BME,,2 Round 5 Killua primmie Round 10 thyy Crws,1 Round 15 JitBoyS primmie thyy,,,,,,,,72,0,0
Crws TLN,,2 Round 2 Famouz NcSlasher Round 16 Shiro NcSlasher,2 Round 6 NcSlasher Famouz Shiro Round 9 Famouz NcSlasher Shiro,,,,2 Round 2 Famouz NcSlasher Round 16 NcSlasher Shiro,,,,79,0,1
Killua TLN,,1 Round 2 dos9 Shiro,,,,,,,,,44,0,2
JitBoyS TLN,,2 Round 12 dos9 BerserX Round 13 Shiro Famouz,,,,1 Round 10 dos9,,,,,62,2,1
primmie TLN,,3 Round 4 dos9 BerserX Round 10 NcSlasher BerserX Round 13 NcSlasher dos9,1 Round 8 Shiro BerserX dos9,,,,,,,,57,1,1
thyy TLN,,1 Round 16 Famouz BerserX,3 Round 1 dos9 BerserX Famouz Round 5 Famouz Shiro dos9 Round 14 dos9 BerserX NcSlasher,,,,,,,,62,0,1
