,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pryze FUR,,,,,,,,,,,27,4,0
Khalil FUR,,1 Round 1 v1c neT,1 Round 6 neT mitch OXY,,,,,,,,39,1,0
heat FUR,,1 Round 11 neT Xeppaa,,,,,,,,,33,0,0
havoc FUR,,1 Round 2 v1c neT,,,,,,,,,34,1,0
raafa FUR,,2 Round 8 mitch OXY Round 12 mitch OXY,,,,,,,,,42,2,0
mitch C9,,2 Round 9 pryze havoc Round 11 Khalil havoc,,,,,,,,,55,0,1
neT C9,,1 Round 6 pryze raafa,2 Round 13 raafa pryze heat Round 14 havoc raafa Khalil,,,,,,,,62,0,0
Xeppaa C9,,4 Round 1 Khalil pryze Round 5 heat raafa Round 6 havoc Khalil Round 13 Khalil havoc,,,,1 Round 1 pryze,1 Round 6 havoc Khalil,,,,72,0,5
v1c C9,,1 Round 1 havoc heat,,,1 Round 4 raafa havoc pryze Khalil heat,,,,,,70,2,0
OXY C9,,3 Round 2 Khalil pryze Round 7 Khalil pryze Round 10 havoc raafa,1 Round 8 Khalil pryze heat,,,,,,,,82,0,1
