,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,4 Round 1 Akame Meiy Round 5 Meiy Akame Round 9 Meiy Jinboong Round 11 SSeeS Akame,,,,,,,,,54,0,0
BerserX BME,,2 Round 11 Meiy Jinboong Round 13 Meiy gyen,,,,,,,,,59,0,0
NcSlasher BME,,,,,,,,,,,14,1,0
Shiro BME,,2 Round 4 Meiy Akame Round 14 SSeeS Meiy,,,,,1 Round 14 SSeeS Meiy,,,,48,1,0
dos9 BME,,1 Round 15 SSeeS Meiy,2 Round 2 Akame Meiy SSeeS Round 7 SSeeS Akame Jinboong,,,,,,,,60,0,0
Jinboong DFM,,2 Round 2 Famouz dos9 Round 15 Shiro NcSlasher,,1 Round 1 Shiro Famouz NcSlasher dos9,,,,,,,68,4,1
Meiy DFM,,4 Round 5 Shiro dos9 Round 6 BerserX NcSlasher Round 12 dos9 BerserX Round 14 dos9 BerserX,1 Round 13 NcSlasher Shiro dos9,1 Round 7 NcSlasher BerserX dos9 Shiro,,,1 Round 7 Shiro dos9,,,,66,1,0
Akame DFM,,2 Round 12 NcSlasher Shiro Round 15 Famouz dos9,,,,,,,,,47,0,0
SSeeS DFM,,1 Round 8 Famouz NcSlasher,1 Round 10 Shiro dos9 Famouz,,,,,,,,47,3,0
gyen DFM,,2 Round 5 NcSlasher Famouz Round 14 NcSlasher Famouz,2 Round 8 BerserX Shiro dos9 Round 9 Famouz Shiro BerserX,,,1 Round 9 BerserX,,,,,95,2,0
