,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,1 Round 10 f0rsakeN Jinggg,1 Round 4 f0rsakeN Jinggg something,,,,,,,,33,7,0
MaKo DRX,,3 Round 1 mindfreak d4v41 Round 5 Jinggg d4v41 Round 11 Jinggg mindfreak,3 Round 2 mindfreak f0rsakeN d4v41 Round 3 d4v41 f0rsakeN mindfreak Round 15 Jinggg mindfreak something,,,,1 Round 3 mindfreak f0rsakeN,,,,72,2,0
BeYN DRX,,1 Round 19 d4v41 mindfreak,1 Round 11 d4v41 f0rsakeN something,,,,,,,,38,2,0
HYUNMIN DRX,,4 Round 1 Jinggg f0rsakeN Round 6 f0rsakeN Jinggg Round 15 f0rsakeN d4v41 Round 23 f0rsakeN d4v41,1 Round 7 Jinggg something d4v41,,,,,,,,65,0,0
Flashback DRX,,3 Round 14 f0rsakeN Jinggg Flashback Round 20 d4v41 f0rsakeN Round 22 something d4v41,,,,,,,,,44,0,0
Jinggg PRX,,6 Round 6 BeYN Flashback Round 10 BeYN HYUNMIN Round 11 HYUNMIN free1ng Round 13 BeYN MaKo Round 19 BeYN MaKo Round 20 free1ng BeYN,,1 Round 23 Flashback HYUNMIN BeYN MaKo,,,,,,,60,0,0
mindfreak PRX,,,,,1 Round 7 MaKo BeYN HYUNMIN free1ng Flashback,,1 Round 7 free1ng Flashback,,,,58,0,2
f0rsakeN PRX,,5 Round 3 free1ng BeYN Round 12 BeYN Flashback Round 14 BeYN HYUNMIN Round 16 BeYN free1ng Round 18 HYUNMIN free1ng,,2 Round 9 free1ng HYUNMIN MaKo BeYN Round 22 free1ng HYUNMIN MaKo BeYN,,,1 Round 22 BeYN MaKo,,,,61,2,0
d4v41 PRX,,2 Round 17 Flashback free1ng Round 21 BeYN HYUNMIN,,,,,,,,,26,0,0
something PRX,,5 Round 1 Flashback BeYN Round 12 free1ng MaKo Round 15 HYUNMIN Flashback Round 18 MaKo BeYN Round 20 Flashback MaKo,2 Round 5 HYUNMIN free1ng MaKo Round 13 HYUNMIN free1ng Flashback,,,1 Round 20 MaKo,,,,,71,7,0
