,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,3 Round 11 d4v41 something Round 12 Jinggg something Round 15 d4v41 something,,,,,1 Round 15 Jinggg something,,,,48,0,2
MaKo DRX,,3 Round 1 d4v41 mindfreak Round 6 f0rsakeN something Round 20 Jinggg mindfreak,2 Round 18 something f0rsakeN mindfreak Round 19 f0rsakeN Jinggg something,,,,,,,,81,4,0
BeYN DRX,,1 Round 6 mindfreak Jinggg,1 Round 3 Jinggg d4v41 f0rsakeN,,,,,,,,47,7,0
HYUNMIN DRX,,4 Round 3 something mindfreak Round 10 f0rsakeN mindfreak Round 12 f0rsakeN mindfreak Round 20 something d4v41,3 Round 5 something mindfreak d4v41 Round 15 f0rsakeN mindfreak Jinggg Round 16 something Jinggg f0rsakeN,,,,,,,,81,0,0
Flashback DRX,,1 Round 11 f0rsakeN Jinggg,1 Round 7 mindfreak something Jinggg,,,1 Round 8 Jinggg,,,,,40,0,0
Jinggg PRX,,2 Round 8 BeYN HYUNMIN Round 9 Flashback MaKo,,,,1 Round 1 MaKo,,,,,44,0,1
mindfreak PRX,,,1 Round 14 MaKo HYUNMIN Flashback,,,,,,,,28,0,0
f0rsakeN PRX,,4 Round 4 free1ng BeYN Round 8 free1ng MaKo Round 13 free1ng HYUNMIN Round 14 BeYN free1ng,1 Round 16 Flashback MaKo BeYN,,,,,,,,46,0,0
d4v41 PRX,,1 Round 18 Flashback MaKo,2 Round 1 HYUNMIN free1ng Flashback Round 13 Flashback BeYN MaKo,,,1 Round 18 MaKo,,,,,51,2,0
something PRX,,1 Round 15 BeYN HYUNMIN,,,,,,,,,21,4,0
