,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,5 Round 8 heybay LuoK1ng Round 11 Kai LuoK1ng Round 15 Kai LuoK1ng Round 25 FengF heybay Round 27 FengF LuoK1ng,,,,,1 Round 8 heybay LuoK1ng,,,,37,2,1
trexx VIT,,4 Round 11 Biank heybay Round 15 FengF heybay Round 25 Biank Kai Round 26 heybay LuoK1ng,2 Round 3 heybay FengF LuoK1ng Round 19 LuoK1ng heybay Kai,1 Round 20 FengF heybay Biank LuoK1ng,,,,,,,78,1,0
ceNder VIT,,2 Round 18 Biank heybay Round 21 FengF Biank,2 Round 9 Biank LuoK1ng Kai Round 12 FengF LuoK1ng heybay,,,,,,,,39,2,0
Kicks VIT,,,,,,,,,,,28,2,0
runneR VIT,,2 Round 6 FengF Kai Round 10 FengF Biank,2 Round 22 FengF LuoK1ng heybay Round 24 FengF LuoK1ng heybay,,,,,,,,47,2,0
Biank TE,,3 Round 2 Sayf runneR Round 22 ceNder runneR Round 28 ceNder Sayf,1 Round 17 Sayf Kicks ceNder,,,,,,,,38,4,0
LuoK1ng TE,,5 Round 5 ceNder Kicks Round 8 runneR Kicks Round 12 Sayf Kicks Round 22 Sayf trexx Round 27 Kicks runneR,3 Round 10 ceNder runneR trexx Round 14 ceNder Kicks Sayf Round 16 ceNder runneR Kicks,,,,,,,,63,1,1
heybay TE,,2 Round 1 ceNder Kicks Round 26 Sayf ceNder,,,,,,,,,29,2,0
FengF TE,,5 Round 2 Kicks trexx Round 7 Sayf runneR Round 9 runneR Kicks Round 13 Sayf ceNder Round 17 runneR trexx,,,,,1 Round 13 Sayf ceNder,,,,39,0,1
Kai TE,,8 Round 1 runneR Sayf Round 4 Sayf trexx Round 5 Sayf trexx Round 7 Kicks ceNder Round 10 Kicks Sayf Round 15 ceNder runneR Round 23 runneR ceNder Round 27 trexx Sayf,,,,,,,,,54,2,0
