,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,2 Round 6 Biank FengF Round 11 Kai Biank,1 Round 15 Biank FengF heybay,,,,,,,,57,0,0
trexx VIT,,5 Round 1 Kai Biank Round 10 Biank LuoK1ng Round 14 Biank heybay Round 19 LuoK1ng Kai Round 20 LuoK1ng heybay,2 Round 9 Kai LuoK1ng heybay Round 13 Biank heybay FengF,1 Round 5 Biank heybay ceNder LuoK1ng,,,1 Round 5 Kai LuoK1ng,,,,117,3,1
ceNder VIT,,2 Round 7 heybay FengF Round 20 FengF Kai,1 Round 8 Biank FengF heybay,,,,,,,,46,1,0
Kicks VIT,,,,,,,,,,,49,1,1
runneR VIT,,6 Round 3 FengF heybay Round 9 Biank FengF Round 11 FengF heybay Round 12 Kai heybay Round 14 Kai FengF Round 17 Kai LuoK1ng,,,,,,,,,50,1,1
Biank TE,,1 Round 3 runneR Sayf,,1 Round 19 runneR Kicks ceNder trexx,,,,1 Round 19 ceNder Kicks trexx,,,43,2,1
LuoK1ng TE,,5 Round 5 Sayf Kicks Round 7 Kicks Sayf Round 8 trexx ceNder Round 10 runneR ceNder Round 17 Sayf Kicks,,,,,,,,,64,1,0
heybay TE,,,,,,,,,,,33,3,0
FengF TE,,2 Round 13 ceNder runneR Round 14 trexx Kicks,1 Round 1 runneR Sayf trexx,,,,,,,,38,0,0
Kai TE,,3 Round 2 Sayf ceNder Round 4 Kicks runneR Round 7 runneR ceNder,1 Round 18 Kicks Sayf runneR,,,,,,,,47,1,0
