,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,3 Round 1 Kicks runneR Round 24 ceNder trexx Round 26 Kicks ceNder,1 Round 5 ceNder Sayf Kicks,,,,,,,,54,1,1
tex LEV,,3 Round 4 runneR ceNder Round 21 Sayf ceNder Round 25 trexx runneR,1 Round 2 ceNder runneR Kicks,,,,,,,,35,0,0
Mazino LEV,,5 Round 17 Sayf trexx Round 18 Kicks trexx Round 20 trexx Kicks Round 25 Sayf Kicks Round 26 trexx runneR,1 Round 12 trexx Sayf runneR,,,1 Round 24 runneR,1 Round 20 Kicks trexx,,,,46,3,1
aspas LEV,,5 Round 4 Sayf Kicks Round 8 Kicks runneR Round 19 runneR Kicks Round 20 Sayf ceNder Round 24 Sayf Kicks,,1 Round 9 trexx Sayf runneR Kicks,,,,,,,58,1,0
kiNgg LEV,,3 Round 12 Kicks ceNder Round 17 runneR Kicks Round 23 Sayf trexx,2 Round 1 Sayf ceNder trexx Round 10 ceNder trexx Kicks,,,,,,,,57,2,1
Sayf VIT,,5 Round 6 C0M kiNgg Round 10 kiNgg tex Round 13 Mazino tex Round 16 aspas kiNgg Round 23 Mazino C0M,1 Round 19 kiNgg C0M Mazino,,,,,,,,43,0,0
trexx VIT,,1 Round 24 aspas kiNgg,4 Round 5 aspas kiNgg C0M Round 15 Mazino aspas C0M Round 20 aspas tex C0M Round 22 aspas C0M Mazino,,,,,,,,55,0,1
ceNder VIT,,4 Round 1 Mazino C0M Round 7 tex kiNgg Round 18 Mazino aspas Round 22 tex kiNgg,1 Round 25 C0M tex Mazino,,,,,,,,59,1,1
Kicks VIT,,6 Round 3 C0M tex Round 9 Mazino tex Round 13 C0M aspas Round 14 C0M kiNgg Round 16 tex C0M Round 21 aspas C0M,,,,,,,,,50,6,0
runneR VIT,,2 Round 8 C0M tex Round 12 tex kiNgg,,,,,,,,,48,1,0
