,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,1 Round 4 trexx ceNder,1 Round 11 ceNder trexx Kicks,,1 Round 5 trexx Kicks ceNder Sayf runneR,,1 Round 5 runneR Sayf,,,,81,0,2
tex LEV,,5 Round 2 ceNder Sayf Round 8 Kicks ceNder Round 13 trexx Kicks Round 14 ceNder Sayf Round 16 runneR trexx,1 Round 10 Kicks ceNder Sayf,,,,,,,,54,0,0
Mazino LEV,,2 Round 4 runneR Sayf Round 9 Sayf Kicks,,1 Round 15 ceNder Kicks runneR Sayf,,1 Round 15 Sayf,,,,,68,2,0
aspas LEV,,3 Round 2 Kicks runneR Round 7 Sayf runneR Round 9 ceNder trexx,,1 Round 1 Sayf runneR ceNder trexx,,1 Round 1 trexx,,,,,55,1,1
kiNgg LEV,,1 Round 3 Kicks ceNder,1 Round 7 ceNder Kicks trexx,,,,,,,,58,0,0
Sayf VIT,,4 Round 6 Mazino aspas Round 11 C0M aspas Round 13 aspas kiNgg Round 15 C0M kiNgg,1 Round 5 aspas Mazino kiNgg,,,,,,,,61,0,0
trexx VIT,,3 Round 1 tex C0M Round 10 tex Mazino Round 12 Mazino C0M,,,,,,,,,49,0,0
ceNder VIT,,2 Round 1 Mazino kiNgg Round 13 tex C0M,,,,,,,,,32,1,0
Kicks VIT,,1 Round 6 C0M tex,,,,,1 Round 14 Mazino kiNgg,,,,33,4,0
runneR VIT,,2 Round 12 tex aspas Round 14 tex C0M,1 Round 17 kiNgg aspas Mazino,,,,,,,,52,0,0
