Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Icebox,1,"""1-0""",XLG,Defenders,Defuse
2Icebox,2,"""2-0""",XLG,Defenders,Defuse
2Icebox,3,"""2-1""",BLG,Attackers,Elimination
2Icebox,4,"""2-2""",BLG,Attackers,Spike Detonation
2Icebox,5,"""2-3""",BLG,Attackers,Elimination
2Icebox,6,"""2-4""",BLG,Attackers,Elimination
2Icebox,7,"""2-5""",BLG,Attackers,Elimination
2Icebox,8,"""2-6""",BLG,Attackers,Elimination
2Icebox,9,"""3-6""",XLG,Defenders,Defuse
2Icebox,10,"""3-7""",BLG,Attackers,Elimination
2Icebox,11,"""3-8""",BLG,Attackers,Elimination
2Icebox,12,"""4-8""",XLG,Defenders,Defuse
2Icebox,13,"""5-8""",BLG,Attackers,Elimination
2Icebox,14,"""5-9""",XLG,Defenders,Elimination
2Icebox,15,"""5-10""",XLG,Defenders,Defuse
2Icebox,16,"""6-10""",BLG,Attackers,Elimination
2Icebox,17,"""7-10""",BLG,Attackers,Elimination
2Icebox,18,"""8-10""",BLG,Attackers,Spike Detonation
2Icebox,19,"""8-11""",XLG,Defenders,Defuse
2Icebox,20,"""9-11""",BLG,Attackers,Elimination
2Icebox,21,"""9-12""",XLG,Defenders,Defuse
2Icebox,22,"""9-13""",XLG,Defenders,Elimination
2Icebox,23,"""""",,,
2Icebox,24,"""""",,,
