,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,3 Round 6 BuZz Meteor Round 17 Meteor BuZz Round 23 stax Meteor,,,,,,,,,37,1,1
BerserX BME,,4 Round 13 BuZz stax Round 14 Sylvan Meteor Round 16 iZu stax Round 24 iZu Sylvan,,,,,,,,,68,0,1
NcSlasher BME,,1 Round 16 BuZz Meteor,1 Round 6 iZu Sylvan stax,1 Round 3 stax Meteor BuZz Sylvan NcSlasher,,,,,,,44,3,1
Shiro BME,,2 Round 12 iZu BuZz Round 22 BuZz iZu,,,,1 Round 1 Meteor,,,,,38,1,1
dos9 BME,,1 Round 8 BuZz stax,2 Round 2 BuZz stax Sylvan Round 9 stax Sylvan Meteor,,,,,1 Round 2 Sylvan BuZz stax,,,52,0,2
stax T1,,3 Round 1 BerserX NcSlasher Round 13 NcSlasher Famouz Round 14 BerserX dos9,2 Round 22 NcSlasher dos9 Shiro Round 24 BerserX Shiro dos9,,,,,,,,47,8,1
BuZz T1,,2 Round 11 dos9 BerserX Round 21 NcSlasher dos9,1 Round 15 BerserX NcSlasher Famouz,,,,,,,,51,0,0
Sylvan T1,,3 Round 10 dos9 Shiro Round 18 dos9 Shiro Round 20 Famouz Shiro,,,,2 Round 3 NcSlasher Round 22 BerserX,,,,,34,2,0
Meteor T1,,4 Round 2 NcSlasher Shiro Round 11 Famouz NcSlasher Round 16 Shiro dos9 Round 19 Shiro Famouz,2 Round 1 Famouz dos9 Shiro Round 3 Famouz dos9 BerserX,1 Round 5 NcSlasher Famouz BerserX Shiro,,,,,,,70,0,0
iZu T1,,3 Round 4 BerserX dos9 Round 19 NcSlasher dos9 Round 21 Shiro BerserX,1 Round 14 Famouz NcSlasher Shiro,,,,,,,,47,1,0
