,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,3 Round 2 Sylvan BuZz Round 6 Meteor stax Round 16 stax iZu,2 Round 1 BuZz Sylvan stax Round 12 Meteor iZu stax,1 Round 13 Meteor stax iZu Sylvan,,,1 Round 13 Sylvan iZu,,,,61,0,1
BerserX BME,,2 Round 8 Sylvan stax Round 14 Sylvan Meteor,,,,,1 Round 8 Sylvan stax,,,,36,0,0
NcSlasher BME,,1 Round 6 iZu Sylvan,,,,,,,,,22,0,0
Shiro BME,,2 Round 1 Meteor iZu Round 7 Sylvan BuZz,,,,,,,,,40,5,0
dos9 BME,,3 Round 2 stax Meteor Round 14 iZu stax Round 15 BuZz stax,,,,,,,,,56,0,1
stax T1,,,1 Round 5 NcSlasher dos9 BerserX,,,,,,,,50,6,2
BuZz T1,,3 Round 4 NcSlasher BerserX Round 10 Famouz NcSlasher Round 15 Shiro NcSlasher,1 Round 18 BerserX Shiro Famouz,,,,,,,,38,0,1
Sylvan T1,,4 Round 1 NcSlasher Shiro Round 8 Shiro dos9 Round 15 dos9 BerserX Round 16 NcSlasher BerserX,2 Round 3 Famouz Shiro NcSlasher Round 12 Shiro NcSlasher Famouz,,,1 Round 12 Famouz,,,,,70,3,0
Meteor T1,,4 Round 9 Shiro dos9 Round 10 BerserX dos9 Round 11 Shiro Famouz Round 19 BerserX NcSlasher,2 Round 17 Shiro NcSlasher dos9 Round 18 Sylvan NcSlasher dos9,,,,,,,,60,0,0
iZu T1,,2 Round 4 Shiro Famouz Round 19 Famouz Shiro,2 Round 11 BerserX dos9 NcSlasher Round 13 BerserX Shiro NcSlasher,1 Round 20 Famouz BerserX NcSlasher dos9,,,,,,,70,0,0
