,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MAGNUM BBL,,4 Round 6 MrFaliN xeus Round 12 xeus AtaKaptan Round 23 MrFaliN qRaxs Round 24 MrFaliN qRaxs,1 Round 3 xeus MrFaliN yetujey,,,,,,,,54,0,1
PROFEK BBL,,2 Round 20 xeus AtaKaptan Round 21 AtaKaptan yetujey,2 Round 5 AtaKaptan qRaxs MrFaliN Round 15 MrFaliN qRaxs AtaKaptan,,,,,,,,56,0,0
sociablEE BBL,,3 Round 8 xeus AtaKaptan Round 14 MrFaliN AtaKaptan Round 17 xeus yetujey,1 Round 7 AtaKaptan qRaxs xeus,,,1 Round 13 yetujey,,,,,67,5,0
Jamppi BBL,,5 Round 3 qRaxs AtaKaptan Round 4 yetujey xeus Round 8 yetujey MrFaliN Round 13 xeus MrFaliN Round 24 AtaKaptan yetujey,1 Round 10 AtaKaptan qRaxs MrFaliN,,,,,,,,46,4,2
LewN BBL,,5 Round 1 xeus qRaxs Round 9 AtaKaptan MrFaliN Round 14 xeus qRaxs Round 15 xeus yetujey Round 16 qRaxs AtaKaptan,,1 Round 18 xeus qRaxs MrFaliN AtaKaptan,,,,,,,53,0,0
qRaxs FUT,,2 Round 17 LewN MAGNUM Round 21 MAGNUM PROFEK,2 Round 6 LewN Jamppi sociablEE Round 15 Jamppi LewN MAGNUM,,,1 Round 17 sociablEE,1 Round 6 Jamppi sociablEE,,,,54,1,2
AtaKaptan FUT,,3 Round 1 MAGNUM sociablEE Round 2 MAGNUM sociablEE Round 20 LewN Jamppi,1 Round 22 LewN MAGNUM Jamppi,,,,,,,,40,0,0
MrFaliN FUT,,1 Round 9 sociablEE MAGNUM,1 Round 2 Jamppi LewN PROFEK,,,,,,,,33,6,0
yetujey FUT,,7 Round 7 sociablEE MAGNUM Round 11 MAGNUM sociablEE Round 16 LewN Jamppi Round 17 PROFEK sociablEE Round 20 sociablEE PROFEK Round 22 PROFEK sociablEE Round 23 MAGNUM Jamppi,1 Round 1 Jamppi PROFEK LewN,1 Round 13 PROFEK LewN MAGNUM Jamppi,,2 Round 20 PROFEK Round 22 sociablEE,,,,,77,1,1
xeus FUT,,3 Round 19 LewN Jamppi Round 21 sociablEE LewN Round 23 PROFEK sociablEE,,,,,,,,,37,0,0
