,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MAGNUM BBL,,6 Round 24 AtaKaptan MrFaliN Round 36 qRaxs AtaKaptan Round 37 qRaxs yetujey Round 39 yetujey xeus Round 43 qRaxs MrFaliN Round 46 qRaxs AtaKaptan,2 Round 29 xeus yetujey qRaxs Round 31 qRaxs MrFaliN xeus,,,1 Round 7 yetujey,1 Round 31 MrFaliN xeus,,,,38,4,0
PROFEK BBL,,6 Round 7 MrFaliN qRaxs Round 27 qRaxs xeus Round 31 yetujey AtaKaptan Round 32 xeus qRaxs Round 33 xeus yetujey Round 48 xeus qRaxs,3 Round 8 xeus MrFaliN qRaxs Round 11 qRaxs MrFaliN AtaKaptan Round 44 qRaxs xeus MrFaliN,,,1 Round 11 AtaKaptan,,,,,38,4,1
sociablEE BBL,,11 Round 14 yetujey MrFaliN Round 16 AtaKaptan yetujey Round 18 xeus AtaKaptan Round 21 AtaKaptan xeus Round 24 xeus qRaxs Round 25 qRaxs MrFaliN Round 27 yetujey MrFaliN Round 29 MrFaliN AtaKaptan Round 33 MrFaliN AtaKaptan Round 40 yetujey qRaxs Round 42 qRaxs yetujey,1 Round 46 yetujey xeus MrFaliN,,,,,,,,40,6,0
Jamppi BBL,,2 Round 12 xeus AtaKaptan Round 13 MrFaliN AtaKaptan,,,,1 Round 13 yetujey,,,,,24,3,2
LewN BBL,,9 Round 7 AtaKaptan xeus Round 8 AtaKaptan yetujey Round 10 MrFaliN AtaKaptan Round 11 xeus yetujey Round 17 xeus qRaxs Round 30 xeus MrFaliN Round 36 MrFaliN yetujey Round 38 AtaKaptan xeus Round 43 AtaKaptan xeus,2 Round 5 AtaKaptan xeus yetujey Round 47 MrFaliN AtaKaptan qRaxs,2 Round 3 qRaxs AtaKaptan MrFaliN xeus Round 20 yetujey xeus AtaKaptan MrFaliN,,1 Round 48 yetujey,,,,,49,0,1
qRaxs FUT,,6 Round 5 Jamppi LewN Round 9 Jamppi sociablEE Round 19 LewN MAGNUM Round 26 MAGNUM LewN Round 30 LewN MAGNUM Round 38 Jamppi LewN,4 Round 11 Jamppi LewN MAGNUM Round 15 MAGNUM LewN PROFEK Round 20 MAGNUM LewN sociablEE Round 41 MAGNUM Jamppi sociablEE,,,3 Round 30 MAGNUM Round 33 PROFEK Round 39 sociablEE,,1 Round 20 sociablEE MAGNUM LewN,,,40,4,3
AtaKaptan FUT,,4 Round 23 MAGNUM PROFEK Round 26 sociablEE PROFEK Round 28 Jamppi sociablEE Round 30 Jamppi sociablEE,1 Round 33 LewN MAGNUM Jamppi,1 Round 44 LewN Jamppi PROFEK MAGNUM AtaKaptan,,,1 Round 44 MAGNUM PROFEK,,,,38,3,0
MrFaliN FUT,,4 Round 2 LewN MAGNUM Round 15 Jamppi sociablEE Round 16 MAGNUM Jamppi Round 43 PROFEK Jamppi,4 Round 21 PROFEK Jamppi MAGNUM Round 35 PROFEK LewN Jamppi Round 39 MAGNUM Jamppi PROFEK Round 45 LewN Jamppi PROFEK,1 Round 1 Jamppi LewN sociablEE MAGNUM,,,1 Round 21 MAGNUM Jamppi,,,,54,7,0
yetujey FUT,,4 Round 3 Jamppi sociablEE Round 31 Jamppi LewN Round 45 MAGNUM sociablEE Round 48 sociablEE PROFEK,2 Round 7 PROFEK LewN Jamppi Round 18 MAGNUM sociablEE Jamppi,3 Round 13 LewN PROFEK sociablEE Jamppi Round 22 LewN MAGNUM Jamppi sociablEE Round 32 Jamppi sociablEE PROFEK MAGNUM,,,,1 Round 32 sociablEE MAGNUM PROFEK,,,42,2,0
xeus FUT,,3 Round 2 sociablEE PROFEK Round 9 LewN PROFEK Round 23 LewN Jamppi,1 Round 4 PROFEK Jamppi LewN,,,,,,,,24,0,0
