,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,6 Round 2 AvovA MOLSI Round 6 florescent AvovA Round 7 batujnax florescent Round 8 Governor florescent Round 11 batujnax AvovA Round 14 Governor MOLSI,,,,,,,,,76,0,1
Derke VIT,,2 Round 5 batujnax MOLSI Round 8 batujnax AvovA,1 Round 15 florescent batujnax AvovA,,,1 Round 5 MOLSI,,,,,59,0,1
Less VIT,,1 Round 15 Governor MOLSI,,1 Round 9 batujnax AvovA MOLSI florescent,,,,,,,54,0,0
Kicks VIT,,4 Round 2 Governor florescent Round 5 florescent AvovA Round 13 batujnax florescent Round 14 florescent batujnax,2 Round 1 florescent Governor batujnax Round 10 AvovA Governor MOLSI,1 Round 12 MOLSI batujnax Governor florescent,,1 Round 1 batujnax,,,,,71,3,1
CyvOph VIT,,1 Round 16 florescent batujnax,1 Round 4 florescent batujnax Governor,,,1 Round 18 batujnax,,,,,61,1,1
MOLSI APK,,3 Round 13 Less Sayf Round 14 Less Kicks Round 17 CyvOph Kicks,1 Round 5 Sayf CyvOph Less,,,,,,,,58,2,1
AvovA APK,,2 Round 4 Less CyvOph Round 13 CyvOph Kicks,,,,1 Round 14 Sayf,,,,,51,2,0
Governor APK,,2 Round 12 Derke Sayf Round 16 Less CyvOph,,,,1 Round 16 CyvOph,,,,,39,1,1
florescent APK,,2 Round 6 CyvOph Kicks Round 17 Sayf Derke,,,,,,,,,48,0,0
batujnax APK,,3 Round 1 Sayf Less Round 8 Less Sayf Round 18 Less Kicks batujnax,,,,,,,,,51,0,0
