,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,2 Round 11 westside grubinho Round 23 grubinho Cloud,2 Round 12 Cloud ara grubinho Round 15 ara Cloud grubinho,,,,,,,,61,1,0
f0rsakeN PRX,,2 Round 1 grubinho ara Round 5 ara grubinho,,,,1 Round 11 ara,,,,,33,4,0
d4v41 PRX,,2 Round 2 westside Flickless Round 7 grubinho ara,2 Round 4 ara grubinho Cloud Round 8 Cloud grubinho westside,1 Round 17 Flickless Cloud ara grubinho,,,,,,,62,2,0
PatMen PRX,,1 Round 16 Flickless westside,1 Round 23 Flickless ara westside,,,,,,,,37,2,0
something PRX,,4 Round 1 westside Cloud Round 7 westside Cloud Round 8 Flickless ara Round 16 ara Cloud,3 Round 2 ara Cloud grubinho Round 6 ara Flickless Cloud Round 18 grubinho Flickless Cloud,,,,,,,,64,0,1
Cloud GX,,2 Round 5 PatMen f0rsakeN Round 21 PatMen d4v41,1 Round 22 f0rsakeN d4v41 PatMen,,,1 Round 22 PatMen,,,,,41,5,0
grubinho GX,,,,1 Round 14 Jinggg d4v41 something PatMen,,,,,,,46,1,0
Flickless GX,,2 Round 3 f0rsakeN PatMen Round 19 d4v41 Jinggg,1 Round 9 Jinggg PatMen f0rsakeN,,,,,,,,50,0,1
ara GX,,2 Round 9 something d4v41 Round 13 PatMen f0rsakeN,1 Round 11 d4v41 PatMen Jinggg,,,,,,,,37,0,1
westside GX,,2 Round 3 Jinggg something Round 13 Jinggg something,1 Round 10 PatMen f0rsakeN something,,,,,,,,61,0,0
