,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,2 Round 10 Flickless westside Round 17 Flickless grubinho,,,,,,,,,43,1,0
f0rsakeN PRX,,4 Round 3 westside ara Round 8 Cloud Flickless Round 12 ara grubinho Round 20 westside Cloud,1 Round 21 Flickless westside Cloud,,,,,,,,42,3,0
d4v41 PRX,,3 Round 11 ara Flickless Round 13 westside Cloud Round 19 Cloud grubinho,,,,1 Round 16 Flickless,,,,,48,0,0
PatMen PRX,,4 Round 2 grubinho Cloud Round 4 grubinho westside Round 9 Cloud grubinho Round 16 ara grubinho,,,,,,,,,50,2,0
something PRX,,3 Round 12 westside Flickless Round 13 ara Flickless Round 23 Cloud grubinho,,,1 Round 1 ara grubinho Flickless westside Cloud,1 Round 9 westside,,,,,47,0,2
Cloud GX,,3 Round 20 something PatMen Round 21 d4v41 something Round 22 something Jinggg,1 Round 1 f0rsakeN PatMen d4v41,,,,,,,,66,1,1
grubinho GX,,1 Round 19 something something,,,,,,,,,38,0,0
Flickless GX,,2 Round 6 PatMen Jinggg Round 11 Jinggg f0rsakeN,,,,,,,,,40,4,0
ara GX,,6 Round 5 f0rsakeN d4v41 Round 13 Jinggg PatMen Round 16 f0rsakeN Jinggg Round 18 PatMen something Round 19 PatMen d4v41 Round 24 PatMen f0rsakeN,3 Round 4 f0rsakeN d4v41 something Round 17 Jinggg something PatMen Round 22 d4v41 f0rsakeN PatMen,,,,,,,,64,1,0
westside GX,,5 Round 6 f0rsakeN d4v41 Round 11 PatMen d4v41 Round 14 d4v41 f0rsakeN Round 19 f0rsakeN Jinggg Round 20 Jinggg d4v41,1 Round 9 PatMen f0rsakeN Jinggg,,,1 Round 11 d4v41,,,,,58,0,1
