,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
mitch C9,,3 Round 1 xenom artzin Round 5 xenom artzin Round 8 aspas artzin,,,,,,,,,30,3,0
neT C9,,2 Round 1 cortezia nzr Round 16 cortezia xenom,2 Round 13 xenom aspas cortezia neT Round 15 nzr xenom cortezia,,,,1 Round 13 cortezia aspas,,,,34,0,0
Xeppaa C9,,3 Round 6 aspas xenom Round 11 artzin cortezia Round 14 cortezia xenom,,,,,,,,,39,2,0
v1c C9,,4 Round 16 aspas artzin Round 17 nzr xenom v1c Round 18 artzin nzr Round 21 cortezia artzin,,,,1 Round 18 nzr,1 Round 17 xenom aspas,,,,49,2,0
OXY C9,,2 Round 13 nzr artzin Round 19 artzin nzr,3 Round 6 nzr artzin cortezia Round 9 aspas artzin nzr Round 21 nzr aspas xenom,,1 Round 7 artzin aspas cortezia xenom nzr,,,1 Round 7 xenom cortezia nzr,,,70,1,1
nzr MIBR,,2 Round 10 neT v1c Round 18 neT mitch,,,,,,,,,41,6,0
cortezia MIBR,,3 Round 4 mitch v1c Round 8 neT mitch Round 11 neT OXY,1 Round 7 Xeppaa mitch v1c,,,,,,,,52,0,0
artzin MIBR,,,1 Round 5 OXY Xeppaa neT,,,,,,,,39,3,0
aspas MIBR,,5 Round 1 v1c neT Round 3 neT mitch Round 13 OXY mitch Round 17 Xeppaa neT Round 18 OXY Xeppaa,2 Round 12 mitch neT v1c Round 23 mitch OXY v1c,,,1 Round 1 neT,,,,,81,1,0
xenom MIBR,,6 Round 4 OXY neT Round 8 Xeppaa v1c Round 9 neT Xeppaa Round 11 mitch Xeppaa Round 20 v1c Xeppaa Round 22 OXY v1c,,,,1 Round 9 Xeppaa,1 Round 8 Xeppaa v1c,,,,57,1,0
