,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
mitch C9,,,1 Round 13 artzin aspas cortezia,,,,,,,,48,2,0
neT C9,,1 Round 2 aspas cortezia,1 Round 3 aspas cortezia nzr,,,,,,,,65,1,1
Xeppaa C9,,,,,,,,,,,24,1,0
v1c C9,,3 Round 5 aspas artzin Round 9 cortezia nzr Round 11 artzin cortezia,1 Round 16 aspas xenom cortezia,,,2 Round 1 xenom Round 3 xenom,,1 Round 16 xenom cortezia nzr,,,68,2,2
OXY C9,,2 Round 1 nzr artzin Round 2 artzin nzr,1 Round 15 aspas cortezia nzr,,,,,,,,34,0,1
nzr MIBR,,2 Round 8 mitch neT Round 12 mitch OXY,2 Round 11 OXY neT v1c Round 13 OXY neT v1c,,,,,,,,103,2,0
cortezia MIBR,,1 Round 19 Xeppaa neT,,,,,,,,,35,1,1
artzin MIBR,,4 Round 1 Xeppaa neT Round 6 mitch OXY Round 8 OXY Xeppaa Round 20 Xeppaa v1c,,1 Round 17 OXY v1c Xeppaa mitch,,,,,,,55,7,1
aspas MIBR,,2 Round 7 OXY v1c Round 20 neT mitch,1 Round 4 neT v1c OXY,1 Round 14 mitch OXY v1c Xeppaa,,,,,,,64,1,0
xenom MIBR,,3 Round 1 mitch OXY Round 5 neT OXY Round 6 Xeppaa v1c,1 Round 3 OXY neT Xeppaa,,,,1 Round 5 OXY neT,,,,51,1,1
