Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Ezeir,NOVA,Map_2_2Corrode,All,Omen,1.50,277,18,9,5,+9,84%,181,27%,2,0,+2
GuanG,NOVA,Map_2_2Corrode,All,Vyse,1.30,221,17,9,1,+8,74%,145,40%,2,0,+2
cb,NOVA,Map_2_2Corrode,All,Fade,1.27,233,15,9,7,+6,89%,152,30%,4,2,+2
o0o0o,NOVA,Map_2_2Corrode,All,Viper,1.03,179,13,9,4,+4,84%,108,29%,3,1,+2
SWERL,NOVA,Map_2_2Corrode,All,Neon,0.85,203,14,13,4,+1,84%,137,34%,3,2,+1
Juicy,WOL,Map_2_2Corrode,All,Yoru,1.13,225,17,16,2,+1,68%,144,34%,2,4,-2
Spring,WOL,Map_2_2Corrode,All,Neon,0.91,203,12,17,7,-5,58%,128,40%,0,3,-3
Lysoar,WOL,Map_2_2Corrode,All,Vyse,0.81,163,9,16,7,-7,58%,102,28%,2,0,+2
Yuicaw,WOL,Map_2_2Corrode,All,Astra,0.61,118,7,15,6,-8,53%,73,35%,1,3,-2
SiuFatBB,WOL,Map_2_2Corrode,All,Sova,0.57,80,4,13,8,-9,53%,62,23%,0,4,-4
Ezeir,NOVA,Map_2_2Corrode,Attack,Omen,1.69,250,6,3,5,+3,100%,184,28%,0,0,0
GuanG,NOVA,Map_2_2Corrode,Attack,Vyse,1.46,256,8,4,1,+4,86%,150,36%,1,0,+1
cb,NOVA,Map_2_2Corrode,Attack,Fade,1.28,246,6,4,4,+2,100%,173,26%,2,0,+2
o0o0o,NOVA,Map_2_2Corrode,Attack,Viper,0.85,156,4,5,3,-1,86%,97,14%,1,0,+1
SWERL,NOVA,Map_2_2Corrode,Attack,Neon,0.59,167,4,5,1,-1,71%,124,31%,2,1,+1
Juicy,WOL,Map_2_2Corrode,Attack,Yoru,0.93,203,9,10,2,-1,67%,124,62%,1,3,-2
Spring,WOL,Map_2_2Corrode,Attack,Neon,0.58,116,4,11,5,-7,50%,74,23%,0,2,-2
Lysoar,WOL,Map_2_2Corrode,Attack,Vyse,0.64,137,5,11,4,-6,50%,84,36%,2,0,+2
Yuicaw,WOL,Map_2_2Corrode,Attack,Astra,0.92,162,6,9,4,-3,67%,107,33%,1,0,+1
SiuFatBB,WOL,Map_2_2Corrode,Attack,Sova,0.77,106,4,8,5,-4,50%,80,29%,0,3,-3
Ezeir,NOVA,Map_2_2Corrode,Defend,Omen,1.39,293,12,6,0,+6,75%,179,26%,2,0,+2
GuanG,NOVA,Map_2_2Corrode,Defend,Vyse,1.20,201,9,5,0,+4,67%,142,42%,1,0,+1
cb,NOVA,Map_2_2Corrode,Defend,Fade,1.26,225,9,5,3,+4,83%,140,33%,2,2,0
o0o0o,NOVA,Map_2_2Corrode,Defend,Viper,1.13,192,9,4,1,+5,83%,114,41%,2,1,+1
SWERL,NOVA,Map_2_2Corrode,Defend,Neon,1.00,224,10,8,3,+2,92%,145,36%,1,1,0
Juicy,WOL,Map_2_2Corrode,Defend,Yoru,1.47,263,8,6,0,+2,71%,178,21%,1,1,0
Spring,WOL,Map_2_2Corrode,Defend,Neon,1.47,352,8,6,2,+2,71%,221,65%,0,1,-1
Lysoar,WOL,Map_2_2Corrode,Defend,Vyse,1.09,208,4,5,3,-1,71%,133,20%,0,0,0
Yuicaw,WOL,Map_2_2Corrode,Defend,Astra,0.07,43,1,6,2,-5,29%,15,50%,0,3,-3
SiuFatBB,WOL,Map_2_2Corrode,Defend,Sova,0.23,35,0,5,3,-5,57%,31,17%,0,1,-1
