Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Fracture,1,"""0-1""",C9,Attackers,Elimination
1Fracture,2,"""0-2""",C9,Attackers,Spike Detonation
1Fracture,3,"""0-3""",C9,Attackers,Spike Detonation
1Fracture,4,"""1-3""",NRG,Defenders,Defuse
1Fracture,5,"""1-4""",C9,Attackers,Spike Detonation
1Fracture,6,"""1-5""",C9,Attackers,Elimination
1Fracture,7,"""1-6""",C9,Attackers,Spike Detonation
1Fracture,8,"""2-6""",NRG,Defenders,Elimination
1Fracture,9,"""2-7""",C9,Attackers,Spike Detonation
1Fracture,10,"""2-8""",C9,Attackers,Elimination
1Fracture,11,"""2-9""",C9,Attackers,Elimination
1Fracture,12,"""2-10""",C9,Attackers,Spike Detonation
1Fracture,13,"""3-10""",C9,Attackers,Elimination
1Fracture,14,"""4-10""",C9,Attackers,Spike Detonation
1Fracture,15,"""5-10""",C9,Attackers,Elimination
1Fracture,16,"""6-10""",C9,Attackers,Elimination
1Fracture,17,"""7-10""",C9,Attackers,Spike Detonation
1Fracture,18,"""7-11""",NRG,Defenders,Defuse
1Fracture,19,"""7-12""",NRG,Defenders,Time Expired
1Fracture,20,"""8-12""",C9,Attackers,Elimination
1Fracture,21,"""9-12""",C9,Attackers,Elimination
1Fracture,22,"""10-12""",C9,Attackers,Elimination
1Fracture,23,"""11-12""",C9,Attackers,Elimination
1Fracture,24,"""12-12""",C9,Attackers,Elimination
1Fracture,25,"""12-13""",C9,Attackers,Elimination
1Fracture,26,"""12-14""",NRG,Defenders,Defuse
