,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
tuyz FUR,,2 Round 12 bang Zellsis Round 16 bang zekken,,,,,,,,,33,0,0
adverso FUR,,1 Round 8 N4RRATE bang,1 Round 14 zekken N4RRATE johnqt,1 Round 15 N4RRATE zekken bang johnqt,,,1 Round 14 johnqt N4RRATE,,,,63,1,1
Urango FUR,,1 Round 8 johnqt zekken,,,,,,,,,31,3,0
heat FUR,,1 Round 2 zekken Zellsis,1 Round 1 N4RRATE johnqt Zellsis,,,1 Round 1 Zellsis,,,,,42,0,0
Palla FUR,,,2 Round 7 johnqt zekken Zellsis Round 9 N4RRATE bang zekken,,,,,,,,42,0,0
Zellsis SEN,,3 Round 8 Urango adverso Round 10 adverso tuyz Round 17 Palla adverso,,,,,1 Round 8 adverso Urango,,,,55,3,2
johnqt SEN,,1 Round 11 Urango adverso,1 Round 16 adverso heat Urango,,,1 Round 16 Urango,,,,,58,0,0
bang SEN,,1 Round 10 heat Urango,1 Round 7 tuyz heat Urango,,,,,,,,66,0,0
zekken SEN,,6 Round 1 Palla Urango Round 8 Palla tuyz Round 11 Palla tuyz Round 13 heat adverso Round 15 Palla tuyz Round 17 Urango heat,3 Round 3 tuyz Urango Palla Round 4 tuyz Palla Urango Round 5 Palla heat Urango,,,,,,,,95,0,0
N4RRATE SEN,,4 Round 7 adverso Palla Round 9 adverso Urango Round 13 Urango tuyz Round 14 heat tuyz,1 Round 12 Palla adverso tuyz,,,,,,,,83,0,1
