,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
tuyz FUR,,,,,,,,,,,27,0,0
adverso FUR,,1 Round 12 zekken N4RRATE,1 Round 13 Zellsis johnqt zekken,,,,,,,,42,1,0
Urango FUR,,1 Round 1 bang N4RRATE,,,,,,,,,30,0,0
heat FUR,,2 Round 3 bang N4RRATE Round 9 zekken johnqt,,,,,,,,,60,0,0
Palla FUR,,1 Round 3 zekken Zellsis,1 Round 7 Zellsis bang zekken,,,,,,,,60,0,0
Zellsis SEN,,4 Round 5 Palla Urango Round 9 tuyz heat Round 11 heat Urango Round 13 Palla tuyz,1 Round 1 Urango tuyz Palla,,,,1 Round 1 Palla tuyz,,,,78,1,0
johnqt SEN,,2 Round 6 adverso tuyz Round 12 Urango adverso,,,,,,,,,48,7,0
bang SEN,,2 Round 10 tuyz Palla Round 11 tuyz Palla,1 Round 8 heat Palla tuyz,,,,,,,,88,2,0
zekken SEN,,3 Round 3 Urango tuyz Round 6 Urango Palla Round 10 Urango heat,,,,,,,,,45,0,0
N4RRATE SEN,,3 Round 4 Urango heat Round 12 heat tuyz Round 13 Urango adverso,2 Round 2 tuyz adverso Palla Round 7 Palla heat adverso N4RRATE,,,,,,,,104,2,1
