,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Melser KRÜ,,2 Round 5 aspas artzin Round 17 aspas xenom,,,,,,,,,42,0,0
keznit KRÜ,,1 Round 1 cortezia aspas,,,,,,,,,36,1,1
adverso KRÜ,,2 Round 8 artzin aspas Round 10 artzin cortezia,1 Round 6 Verno artzin cortezia,,,,,,,,51,0,0
Mazino KRÜ,,1 Round 16 xenom cortezia,,1 Round 7 xenom aspas cortezia Verno,,,,,,,45,3,0
Shyy KRÜ,,2 Round 10 xenom aspas Round 13 Verno aspas,,,,,,,,,29,0,0
cortezia MIBR,,3 Round 5 Shyy Melser Round 16 keznit adverso Round 17 Melser keznit,,,,,,,1 Round 16 Mazino Melser Shyy adverso,,50,1,1
artzin MIBR,,1 Round 18 adverso Shyy,3 Round 1 Shyy adverso keznit Round 4 Shyy Mazino keznit Round 9 Melser Mazino adverso,1 Round 3 Melser adverso Mazino Shyy,,,,,,,61,7,1
aspas MIBR,,2 Round 2 Shyy keznit Round 8 keznit Mazino,2 Round 12 adverso Melser keznit Round 15 adverso Mazino Shyy,1 Round 11 Mazino adverso Shyy keznit,,,,,,,63,0,0
xenom MIBR,,1 Round 9 Shyy keznit,1 Round 18 keznit Mazino Melser,,,,,,,,41,1,0
Verno MIBR,,,1 Round 5 keznit Mazino adverso,,,,,,,,51,0,0
