Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
MaKo,DRX,Map_1_1Lotus,All,Omen,1.28,241,24,17,9,+7,75%,155,30%,5,4,+1
free1ng,DRX,Map_1_1Lotus,All,Killjoy,1.10,204,19,17,3,+2,75%,135,28%,6,4,+2
BeYN,DRX,Map_1_1Lotus,All,Fade,1.05,168,19,16,8,+3,75%,115,24%,1,1,0
HYUNMIN,DRX,Map_1_1Lotus,All,Raze,0.99,246,23,22,5,+1,79%,151,28%,3,2,+1
Estrella,DRX,Map_1_1Lotus,All,Viper,0.90,163,14,19,14,-5,75%,105,23%,1,1,0
stax,T1,Map_1_1Lotus,All,Breach,1.08,214,21,19,10,+2,75%,144,35%,1,1,0
BuZz,T1,Map_1_1Lotus,All,Yoru,0.96,242,24,20,2,+4,64%,147,29%,5,5,0
Sylvan,T1,Map_1_1Lotus,All,Omen,0.91,169,16,20,15,-4,68%,118,37%,2,4,-2
Meteor,T1,Map_1_1Lotus,All,Tejo,0.87,159,15,20,8,-5,57%,126,25%,0,1,-1
iZu,T1,Map_1_1Lotus,All,Viper,0.85,157,15,20,10,-5,57%,103,47%,4,5,-1
MaKo,DRX,Map_1_1Lotus,Attack,Omen,1.01,195,10,9,3,+1,79%,120,42%,3,1,+2
free1ng,DRX,Map_1_1Lotus,Attack,Killjoy,1.45,292,14,9,2,+5,86%,190,32%,4,1,+3
BeYN,DRX,Map_1_1Lotus,Attack,Fade,1.17,186,10,7,5,+3,86%,109,17%,1,0,+1
HYUNMIN,DRX,Map_1_1Lotus,Attack,Raze,1.11,274,13,10,2,+3,79%,177,37%,2,1,+1
Estrella,DRX,Map_1_1Lotus,Attack,Viper,1.01,178,9,9,6,0,86%,104,19%,1,0,+1
stax,T1,Map_1_1Lotus,Attack,Breach,0.93,190,9,9,3,0,71%,133,33%,1,0,+1
BuZz,T1,Map_1_1Lotus,Attack,Yoru,1.07,262,13,8,1,+5,79%,169,48%,3,2,+1
Sylvan,T1,Map_1_1Lotus,Attack,Omen,1.00,165,8,9,7,-1,71%,129,33%,1,1,0
Meteor,T1,Map_1_1Lotus,Attack,Tejo,1.10,158,8,8,4,0,71%,119,32%,0,0,0
iZu,T1,Map_1_1Lotus,Attack,Viper,1.03,171,9,9,4,0,64%,107,59%,4,2,+2
MaKo,DRX,Map_1_1Lotus,Defend,Omen,1.55,289,14,8,6,+6,71%,189,24%,2,3,-1
free1ng,DRX,Map_1_1Lotus,Defend,Killjoy,0.76,117,5,8,1,-3,64%,80,21%,2,3,-1
BeYN,DRX,Map_1_1Lotus,Defend,Fade,0.93,152,9,9,3,0,64%,120,32%,0,1,-1
HYUNMIN,DRX,Map_1_1Lotus,Defend,Raze,0.87,220,10,12,3,-2,79%,125,19%,1,1,0
Estrella,DRX,Map_1_1Lotus,Defend,Viper,0.79,149,5,10,8,-5,64%,105,29%,0,1,-1
stax,T1,Map_1_1Lotus,Defend,Breach,1.23,240,12,10,7,+2,79%,155,36%,0,1,-1
BuZz,T1,Map_1_1Lotus,Defend,Yoru,0.85,222,11,12,1,-1,50%,125,16%,2,3,-1
Sylvan,T1,Map_1_1Lotus,Defend,Omen,0.82,175,8,11,8,-3,64%,107,41%,1,3,-2
Meteor,T1,Map_1_1Lotus,Defend,Tejo,0.65,162,7,12,4,-5,43%,132,20%,0,1,-1
iZu,T1,Map_1_1Lotus,Defend,Viper,0.66,145,6,11,6,-5,50%,98,38%,0,3,-3
