,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,5 Round 2 RieNs MiniBoo Round 5 RieNs Boo Round 7 RieNs MiniBoo Round 12 Wo0t Boo Round 21 MiniBoo RieNs,,1 Round 17 MiniBoo benjyfishy RieNs Wo0t,,,,,,,68,2,0
jawgemo G2,,4 Round 1 Boo Wo0t Round 3 benjyfishy Boo Round 6 benjyfishy Boo Round 15 benjyfishy MiniBoo,1 Round 18 Boo MiniBoo RieNs,,,1 Round 18 RieNs,,,,,34,1,1
JonahP G2,,2 Round 1 benjyfishy RieNs Round 5 MiniBoo benjyfishy,,,,,,,,,32,0,2
leaf G2,,4 Round 10 Boo RieNs Round 12 MiniBoo benjyfishy Round 14 Boo benjyfishy Round 18 benjyfishy Wo0t,1 Round 20 RieNs Wo0t Boo,,,,,1 Round 20 RieNs Boo Wo0t,,,61,0,0
trent G2,,4 Round 2 benjyfishy Boo Round 4 RieNs Boo Round 10 MiniBoo benjyfishy Round 13 MiniBoo Boo,,,,,,,,,41,5,1
Boo TH,,2 Round 16 jawgemo trent Round 21 jawgemo valyn,1 Round 22 valyn JonahP leaf,,,1 Round 21 valyn,,,,,47,0,1
RieNs TH,,5 Round 3 jawgemo leaf Round 13 valyn trent Round 20 JonahP valyn Round 21 trent leaf Round 23 leaf valyn,1 Round 12 trent leaf valyn,,,,1 Round 12 leaf valyn,,,,57,6,1
MiniBoo TH,,5 Round 8 valyn leaf Round 9 leaf JonahP Round 11 leaf jawgemo Round 16 JonahP valyn Round 22 jawgemo trent,,,,,,,,,60,1,1
Wo0t TH,,5 Round 9 trent valyn Round 14 leaf jawgemo Round 15 leaf trent Round 17 JonahP leaf Round 23 trent JonahP,2 Round 7 JonahP jawgemo valyn Round 18 JonahP valyn trent,,,,,,,,72,0,2
benjyfishy TH,,3 Round 7 leaf trent Round 11 JonahP trent Round 13 leaf JonahP,,,,1 Round 7 trent,,,,,50,2,0
