,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,4 Round 2 benjyfishy Wo0t Round 5 Boo RieNs Round 8 MiniBoo RieNs Round 11 MiniBoo benjyfishy,1 Round 6 MiniBoo RieNs Boo,,,,,,,,54,1,0
jawgemo G2,,1 Round 7 Wo0t RieNs,,,,,,,,,41,0,2
JonahP G2,,4 Round 1 Wo0t MiniBoo Round 8 Wo0t Boo Round 11 Wo0t RieNs Round 21 MiniBoo Wo0t,,,,,,,,,29,0,0
leaf G2,,2 Round 5 MiniBoo Wo0t Round 21 RieNs Boo,2 Round 10 Wo0t benjyfishy Boo Round 12 Wo0t Boo RieNs,,,,,,,,54,0,1
trent G2,,,2 Round 2 MiniBoo RieNs Boo Round 3 RieNs Wo0t MiniBoo,,,,,,,,41,2,0
Boo TH,,,,,,,,,,,37,2,0
RieNs TH,,4 Round 4 JonahP valyn Round 14 trent jawgemo Round 18 JonahP trent Round 20 jawgemo leaf,1 Round 13 valyn leaf trent,,1 Round 19 jawgemo trent jawgemo JonahP valyn,,,,,,64,1,0
MiniBoo TH,,3 Round 1 jawgemo trent Round 14 valyn leaf Round 18 valyn leaf,2 Round 5 trent JonahP valyn Round 9 valyn jawgemo JonahP,1 Round 23 JonahP trent leaf jawgemo,,,,,,,57,1,0
Wo0t TH,,,,,,,,,,,27,0,0
benjyfishy TH,,4 Round 1 valyn JonahP Round 4 jawgemo trent Round 12 jawgemo valyn Round 16 JonahP jawgemo,,2 Round 15 trent jawgemo valyn JonahP Round 17 trent leaf valyn JonahP,,1 Round 5 leaf,,,,,82,3,1
