Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Ascent,1,"""1-0""",PRX,Defenders,Elimination
2Ascent,2,"""2-0""",PRX,Defenders,Elimination
2Ascent,3,"""3-0""",PRX,Defenders,Time Expired
2Ascent,4,"""4-0""",PRX,Defenders,Elimination
2Ascent,5,"""5-0""",PRX,Defenders,Elimination
2Ascent,6,"""6-0""",PRX,Defenders,Elimination
2Ascent,7,"""7-0""",PRX,Defenders,Elimination
2Ascent,8,"""7-1""",BME,Attackers,Elimination
2Ascent,9,"""8-1""",PRX,Defenders,Defuse
2Ascent,10,"""9-1""",PRX,Defenders,Elimination
2Ascent,11,"""9-2""",BME,Attackers,Spike Detonation
2Ascent,12,"""10-2""",PRX,Defenders,Elimination
2Ascent,13,"""11-2""",BME,Attackers,Elimination
2Ascent,14,"""11-3""",PRX,Defenders,Defuse
2Ascent,15,"""11-4""",PRX,Defenders,Elimination
2Ascent,16,"""11-5""",PRX,Defenders,Defuse
2Ascent,17,"""11-6""",PRX,Defenders,Elimination
2Ascent,18,"""11-7""",PRX,Defenders,Defuse
2Ascent,19,"""11-8""",PRX,Defenders,Time Expired
2Ascent,20,"""12-8""",BME,Attackers,Elimination
2Ascent,21,"""13-8""",BME,Attackers,Elimination
2Ascent,22,"""""",,,
2Ascent,23,"""""",,,
2Ascent,24,"""""",,,
