,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Melser KRÜ,,4 Round 5 supamen Derrek Round 13 supamen Derrek Round 14 supamen yay Round 21 icy NaturE,,,,1 Round 21 Derrek,,,,,46,0,0
keznit KRÜ,,6 Round 2 icy NaturE Round 3 Derrek icy Round 12 icy Derrek Round 16 NaturE yay Round 17 NaturE Derrek Round 22 supamen NaturE,2 Round 19 yay icy Derrek Round 24 icy yay supamen,,,,,,,,56,0,1
adverso KRÜ,,3 Round 2 supamen Derrek Round 9 NaturE supamen Round 10 NaturE icy,,,,1 Round 12 NaturE,,,,,40,2,0
Mazino KRÜ,,3 Round 1 NaturE yay Round 3 supamen NaturE Round 4 icy yay,,,,,,,,,36,7,1
Shyy KRÜ,,3 Round 4 Derrek supamen Round 11 supamen yay Round 16 Derrek supamen,2 Round 14 icy Derrek NaturE Round 25 icy supamen Derrek,,,,,,,,53,1,0
supamen EG,,1 Round 3 adverso Melser,,,,,,,,,39,1,0
yay EG,,1 Round 16 Mazino adverso,2 Round 14 keznit Shyy adverso Round 18 adverso Shyy Mazino,,,,,,,,52,0,0
Derrek EG,,6 Round 7 Melser Shyy Round 9 Melser adverso Round 21 Mazino Melser Round 23 keznit Shyy Round 24 Mazino keznit Round 25 Mazino keznit,,,,1 Round 25 Shyy,,,,,74,4,0
NaturE EG,,3 Round 6 adverso Melser Round 21 Shyy adverso Round 26 Melser adverso,1 Round 12 keznit Mazino Melser,,,1 Round 24 Shyy,,,,,42,2,0
icy EG,,4 Round 8 keznit Mazino Round 16 Melser keznit Round 22 Mazino adverso Round 23 Melser Mazino,2 Round 5 keznit Shyy Mazino Round 20 Mazino keznit adverso,,,1 Round 16 keznit,,,,,71,2,3
