Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
HYUNMIN,DRX,Map_1_1Icebox,All,Jett,1.60,358,22,11,5,+11,88%,218,44%,2,1,+1
free1ng,DRX,Map_1_1Icebox,All,Sova,1.57,248,14,6,7,+8,94%,158,37%,1,0,+1
MaKo,DRX,Map_1_1Icebox,All,Viper,1.55,282,18,7,4,+11,76%,190,25%,5,2,+3
Estrella,DRX,Map_1_1Icebox,All,Sage,1.02,165,11,8,2,+3,88%,114,32%,1,2,-1
Flashback,DRX,Map_1_1Icebox,All,Killjoy,0.95,161,12,7,1,+5,76%,107,26%,0,3,-3
n1zzy,TS,Map_1_1Icebox,All,Killjoy,1.04,183,11,14,1,-3,65%,121,37%,3,2,+1
invy,TS,Map_1_1Icebox,All,Sova,0.82,160,9,15,5,-6,35%,110,21%,2,1,+1
kellyS,TS,Map_1_1Icebox,All,Kayo,0.51,133,6,16,2,-10,53%,93,16%,1,0,+1
ZesBeeW,TS,Map_1_1Icebox,All,Omen,0.38,136,7,16,4,-9,47%,92,22%,1,4,-3
Wild0reoo,TS,Map_1_1Icebox,All,Viper,0.37,124,6,16,2,-10,41%,80,44%,1,2,-1
HYUNMIN,DRX,Map_1_1Icebox,Attack,Jett,0.95,243,10,8,4,+2,83%,154,29%,1,1,0
free1ng,DRX,Map_1_1Icebox,Attack,Sova,1.60,278,11,5,5,+6,92%,165,42%,1,0,+1
MaKo,DRX,Map_1_1Icebox,Attack,Viper,1.73,331,15,5,1,+10,83%,225,27%,4,0,+4
Estrella,DRX,Map_1_1Icebox,Attack,Sage,1.22,191,9,5,1,+4,92%,128,36%,1,1,0
Flashback,DRX,Map_1_1Icebox,Attack,Killjoy,0.89,179,9,5,1,+4,75%,118,24%,0,3,-3
n1zzy,TS,Map_1_1Icebox,Attack,Killjoy,1.21,228,4,4,0,0,80%,152,33%,2,0,+2
invy,TS,Map_1_1Icebox,Attack,Sova,0.02,36,0,5,2,-5,20%,36,0%,0,0,0
kellyS,TS,Map_1_1Icebox,Attack,Kayo,0.77,216,3,5,1,-2,80%,136,13%,1,0,+1
ZesBeeW,TS,Map_1_1Icebox,Attack,Omen,0.83,175,4,4,0,0,60%,107,38%,0,1,-1
Wild0reoo,TS,Map_1_1Icebox,Attack,Viper,0.01,59,0,5,1,-5,20%,54,50%,0,1,-1
HYUNMIN,DRX,Map_1_1Icebox,Defend,Jett,3.15,638,12,3,1,+9,100%,370,71%,1,0,+1
free1ng,DRX,Map_1_1Icebox,Defend,Sova,1.48,178,3,1,2,+2,100%,141,25%,0,0,0
MaKo,DRX,Map_1_1Icebox,Defend,Viper,1.13,167,3,2,3,+1,60%,105,14%,1,2,-1
Estrella,DRX,Map_1_1Icebox,Defend,Sage,0.55,104,2,3,1,-1,80%,83,22%,0,1,-1
Flashback,DRX,Map_1_1Icebox,Defend,Killjoy,1.09,119,3,2,0,+1,80%,80,33%,0,0,0
n1zzy,TS,Map_1_1Icebox,Defend,Killjoy,0.97,164,7,10,1,-3,58%,109,40%,1,2,-1
invy,TS,Map_1_1Icebox,Defend,Sova,1.22,213,9,10,3,-1,42%,142,27%,2,1,+1
kellyS,TS,Map_1_1Icebox,Defend,Kayo,0.40,100,3,11,1,-8,42%,75,20%,0,0,0
ZesBeeW,TS,Map_1_1Icebox,Defend,Omen,0.19,121,3,12,4,-9,42%,86,16%,1,3,-2
Wild0reoo,TS,Map_1_1Icebox,Defend,Viper,0.62,152,6,11,1,-5,50%,91,42%,1,1,0
