,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,2 Round 8 Jinboong gyen Round 9 SSeeS Akame,1 Round 11 Jinboong Akame Meiy,,,,,,,,38,6,0
BuZz T1,,2 Round 5 Akame gyen Round 19 Meiy Jinboong,,,,1 Round 19 Jinboong,,,,,36,2,0
Meteor T1,,3 Round 3 gyen SSeeS Round 4 Akame Meiy Round 19 SSeeS Akame,1 Round 5 Jinboong SSeeS Meiy,,,1 Round 11 SSeeS,,,,,48,1,0
iZu T1,,4 Round 3 Akame Jinboong Round 8 Meiy SSeeS Round 9 Jinboong gyen Round 10 SSeeS Meiy,1 Round 15 SSeeS Akame Meiy,1 Round 13 Meiy gyen Akame SSeeS,,,,,1 Round 13 SSeeS Akame gyen Meiy,,80,0,1
DH T1,,4 Round 4 SSeeS gyen Round 7 Meiy Akame Round 12 Akame Meiy Round 14 SSeeS Akame,,,,,1 Round 14 SSeeS Akame,,,,66,1,1
Jinboong DFM,,3 Round 2 DH BuZz Round 18 BuZz stax Round 19 DH Meteor,,,,1 Round 1 stax,,,,,36,1,1
Meiy DFM,,4 Round 4 BuZz stax Round 6 BuZz DH Round 16 stax DH Round 18 iZu DH,1 Round 17 stax DH Meteor,,,,,,,,56,0,0
Akame DFM,,4 Round 6 Meteor stax Round 13 BuZz stax Round 16 Meteor BuZz Round 17 iZu BuZz,,,,,,,,,54,1,0
SSeeS DFM,,1 Round 14 BuZz iZu,,,,,,,,,39,2,0
gyen DFM,,2 Round 2 stax iZu Round 19 stax iZu,,,,,,,,,67,1,0
