,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,3 Round 3 Akame SSeeS Round 12 Akame Meiy Round 22 gyen Meiy,1 Round 19 Jinboong Meiy gyen,,,1 Round 22 Meiy,,,,,53,2,0
BuZz T1,,3 Round 1 SSeeS Akame Round 10 Akame gyen Round 17 Meiy gyen,1 Round 21 Meiy Akame Jinboong,,,,,,,,48,1,1
Meteor T1,,2 Round 7 SSeeS Jinboong Round 17 Akame SSeeS,2 Round 10 Jinboong Meiy SSeeS Round 18 Akame Meiy gyen,,,,,,,,48,0,0
iZu T1,,2 Round 5 Akame gyen Round 22 Akame Jinboong,,1 Round 11 Meiy Akame gyen SSeeS,,,,,,,59,2,1
DH T1,,,,1 Round 8 Akame Meiy SSeeS Jinboong,,1 Round 7 Meiy,,,,,56,3,0
Jinboong DFM,,2 Round 6 DH BuZz Round 7 stax iZu,4 Round 1 iZu Meteor stax Round 2 Meteor BuZz iZu Round 12 Meteor DH BuZz Round 22 DH Meteor BuZz,,,,,,,,74,0,0
Meiy DFM,,4 Round 1 DH BuZz Round 10 stax BuZz Round 16 iZu BuZz Round 18 BuZz stax,2 Round 13 stax BuZz DH Round 14 stax BuZz Meteor,,,,,,,,57,0,1
Akame DFM,,,,,,,,,,,24,2,0
SSeeS DFM,,,1 Round 15 iZu BuZz DH,,,,,,,,39,2,2
gyen DFM,,2 Round 19 iZu Meteor Round 20 DH stax,,,,,,,,,44,1,0
