,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pryze 2G,,3 Round 7 bang Zellsis Round 10 Zellsis bang Round 16 bang zekken,1 Round 22 Zellsis bang johnqt,,,,,,,,56,1,2
lz 2G,,2 Round 16 N4RRATE Zellsis Round 22 N4RRATE zekken,,,,,,,,,38,0,1
silentzz 2G,,1 Round 18 bang johnqt,,2 Round 9 N4RRATE Zellsis bang zekken Round 15 Zellsis johnqt N4RRATE bang,,,,,,,57,1,0
gobera 2G,,6 Round 6 zekken Zellsis Round 7 johnqt N4RRATE Round 11 bang zekken Round 12 johnqt N4RRATE Round 13 N4RRATE bang gobera Round 14 Zellsis N4RRATE,,,,,,,,,43,6,0
spike 2G,,6 Round 4 N4RRATE bang Round 10 N4RRATE zekken Round 11 johnqt Zellsis Round 14 zekken bang Round 17 N4RRATE bang Round 21 zekken N4RRATE,1 Round 2 zekken N4RRATE bang,1 Round 20 zekken Zellsis N4RRATE bang,,,,,,,70,0,1
Zellsis SEN,,1 Round 4 lz gobera,,,,,,,,,21,4,0
johnqt SEN,,3 Round 3 silentzz lz Round 8 lz pryze Round 9 pryze silentzz,,,,1 Round 9 silentzz,,,,,47,0,0
bang SEN,,3 Round 5 spike pryze Round 13 pryze spike Round 20 gobera pryze,,,,,,,,,34,3,0
zekken SEN,,4 Round 3 pryze gobera Round 4 silentzz spike Round 6 spike pryze Round 8 spike silentzz,1 Round 12 spike pryze gobera,,,1 Round 18 gobera,,,,,58,0,1
N4RRATE SEN,,,3 Round 6 gobera lz silentzz Round 7 spike silentzz pryze Round 18 silentzz lz pryze,,,,,,,,74,4,0
