(BANK) ZETA NS (BANK),1 0.3k 0.3k,2 7.7k $$ 1.4k,3 0.3k $$$ $$ 12.1k,4 5.1k $$ $$$ 3.7k,5 8.0k $$ $$ 7.2k,6 10.4k $ $$$ 12.6k,7 1.0k $$$ $$$ 17.9k,8 5.8k $$$ $$$ 10.9k,9 8.3k $ $$$ 12.7k,10 1.7k $$$ $$$ 22.4k,11 6.3k $$ $$$ 23.2k,12 1.0k $$$ $$$ 35.8k
(BANK) ZETA NS (BANK),13 0.3k 0.2k,14 4.4k $$ 7.4k,15 15.4k $$ $$ 0.5k,16 4.3k $$$ $$$ 7.2k,17 7.8k $$$ $ 9.4k,18 15.7k $$$ $$$ 1.1k,19 7.7k $$$ $$$ 9.1k,20 6.5k $$ $$$ 16.5k,21 3.5k $$$ $$$ 19.9k,22 6.8k $$$ $$$ 8.1k,,
