Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""1-0""",GEN,Attackers,Elimination
1Lotus,2,"""2-0""",GEN,Attackers,Elimination
1Lotus,3,"""2-1""",DRX,Defenders,Elimination
1Lotus,4,"""2-2""",DRX,Defenders,Defuse
1Lotus,5,"""2-3""",DRX,Defenders,Elimination
1Lotus,6,"""3-3""",GEN,Attackers,Elimination
1Lotus,7,"""3-4""",DRX,Defenders,Defuse
1Lotus,8,"""4-4""",GEN,Attackers,Elimination
1Lotus,9,"""5-4""",GEN,Attackers,Elimination
1Lotus,10,"""6-4""",GEN,Attackers,Spike Detonation
1Lotus,11,"""6-5""",DRX,Defenders,Elimination
1Lotus,12,"""6-6""",DRX,Defenders,Elimination
1Lotus,13,"""7-6""",DRX,Defenders,Defuse
1Lotus,14,"""7-7""",GEN,Attackers,Elimination
1Lotus,15,"""7-8""",GEN,Attackers,Elimination
1Lotus,16,"""7-9""",GEN,Attackers,Spike Detonation
1Lotus,17,"""7-10""",GEN,Attackers,Spike Detonation
1Lotus,18,"""7-11""",GEN,Attackers,Spike Detonation
1Lotus,19,"""8-11""",DRX,Defenders,Elimination
1Lotus,20,"""8-12""",GEN,Attackers,Elimination
1Lotus,21,"""8-13""",GEN,Attackers,Elimination
1Lotus,22,"""""",,,
1Lotus,23,"""""",,,
1Lotus,24,"""""",,,
