,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,5 Round 4 BuZz Flashback Round 5 MaKo Foxy9 Round 6 BuZz Foxy9 Round 15 Foxy9 BuZz Round 18 BuZz Flashback,,,,1 Round 6 Foxy9,,,,,68,0,1
RieNs TH,,2 Round 10 MaKo RieNs Round 16 Flashback BeYN,,,,,,,,,29,0,1
MiniBoo TH,,4 Round 1 BuZz MaKo Round 3 BeYN BuZz Round 9 BeYN Flashback Round 12 BeYN Foxy9,1 Round 7 Foxy9 BeYN MaKo,,,,,,,,71,1,1
Wo0t TH,,1 Round 3 MaKo Flashback,,,,1 Round 9 MaKo,,,,,51,2,2
benjyfishy TH,,2 Round 6 Flashback BeYN Round 8 Flashback MaKo,,,,,,,,,34,0,0
BuZz DRX,,1 Round 9 Boo RieNs,,,,,,,,,23,0,0
MaKo DRX,,5 Round 6 benjyfishy MiniBoo Round 9 MiniBoo benjyfishy Round 11 RieNs Wo0t Round 15 Boo MiniBoo Round 16 RieNs Boo,1 Round 14 Wo0t RieNs MiniBoo,,,,,,,,72,1,0
BeYN DRX,,4 Round 2 MiniBoo benjyfishy Round 13 Wo0t Boo Round 15 RieNs benjyfishy Round 18 MiniBoo Wo0t,,,,,,,,,68,7,2
Foxy9 DRX,,4 Round 1 RieNs MiniBoo Round 6 Wo0t RieNs Round 8 MiniBoo benjyfishy Round 12 Wo0t benjyfishy,1 Round 17 Wo0t benjyfishy Boo,1 Round 4 Boo MiniBoo benjyfishy RieNs,,,,,,,73,3,1
Flashback DRX,,2 Round 8 Wo0t RieNs Round 12 MiniBoo Boo,2 Round 5 MiniBoo benjyfishy Boo Round 16 MiniBoo Wo0t benjyfishy,,,,,,,,61,0,0
