,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,1 Round 18 BuZz MaKo,2 Round 8 Foxy9 BuZz MaKo Round 13 Foxy9 BuZz MaKo,,,,,,,,44,1,1
RieNs TH,,3 Round 5 MaKo BeYN Round 9 MaKo BeYN Round 15 BeYN Foxy9,1 Round 14 BuZz Flashback MaKo,,,,,,,,77,3,2
MiniBoo TH,,4 Round 2 MaKo Flashback Round 4 BuZz Flashback Round 6 BuZz Flashback Round 17 BeYN Flashback,1 Round 16 MaKo Flashback BeYN,1 Round 3 MaKo Flashback Foxy9 BeYN,,1 Round 2 Foxy9,,,,,81,0,0
Wo0t TH,,3 Round 5 BuZz Foxy9 Round 7 Foxy9 Flashback Round 9 BuZz Flashback,,,,,,,,,55,2,0
benjyfishy TH,,2 Round 10 MaKo BeYN Round 18 BeYN Foxy9,,,,,,,,,37,0,0
BuZz DRX,,,1 Round 11 MiniBoo Wo0t RieNs,2 Round 10 RieNs benjyfishy Wo0t MiniBoo Round 12 RieNs Wo0t Boo MiniBoo,,,,,,,69,0,0
MaKo DRX,,2 Round 1 Wo0t Boo Round 16 benjyfishy Boo,1 Round 17 benjyfishy Wo0t Boo,,,,,,,,54,1,0
BeYN DRX,,2 Round 3 RieNs MiniBoo Round 9 Boo benjyfishy,,,,1 Round 3 MiniBoo,,,,,46,2,0
Foxy9 DRX,,1 Round 3 Boo Wo0t,,,,,,,,,23,5,0
Flashback DRX,,1 Round 8 MiniBoo Boo,,,,,,,,,48,1,0
