Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
trexx,VIT,Map_2_2Sunset,All,Sova,1.97,312,24,8,9,+16,85%,218,33%,1,0,+1
ceNder,VIT,Map_2_2Sunset,All,Omen,1.16,165,14,12,6,+2,75%,106,26%,3,1,+2
Sayf,VIT,Map_2_2Sunset,All,Neon,1.09,202,13,13,10,0,80%,148,31%,2,2,0
runneR,VIT,Map_2_2Sunset,All,Cypher,1.09,211,15,13,5,+2,65%,135,22%,5,2,+3
Kicks,VIT,Map_2_2Sunset,All,Kayo,1.09,160,8,11,19,-3,80%,107,16%,2,2,0
LuoK1ng,TE,Map_2_2Sunset,All,Omen,1.04,234,16,15,4,+1,80%,154,25%,2,1,+1
Kai,TE,Map_2_2Sunset,All,Cypher,0.82,177,13,14,4,-1,60%,119,39%,1,2,-1
FengF,TE,Map_2_2Sunset,All,Raze,0.73,176,12,15,1,-3,55%,109,16%,2,4,-2
Biank,TE,Map_2_2Sunset,All,Sova,0.69,152,10,15,5,-5,50%,106,19%,2,5,-3
heybay,TE,Map_2_2Sunset,All,Breach,0.55,102,5,15,9,-10,75%,72,22%,0,1,-1
trexx,VIT,Map_2_2Sunset,Attack,Sova,2.32,359,11,3,3,+8,88%,247,25%,1,0,+1
ceNder,VIT,Map_2_2Sunset,Attack,Omen,1.24,177,6,5,2,+1,88%,98,20%,2,0,+2
Sayf,VIT,Map_2_2Sunset,Attack,Neon,1.07,194,5,5,4,0,88%,129,21%,0,1,-1
runneR,VIT,Map_2_2Sunset,Attack,Cypher,0.97,161,5,5,1,0,63%,119,16%,0,1,-1
Kicks,VIT,Map_2_2Sunset,Attack,Kayo,0.85,168,3,6,7,-3,75%,127,21%,1,2,-1
LuoK1ng,TE,Map_2_2Sunset,Attack,Omen,1.28,273,11,9,2,+2,75%,179,22%,2,1,+1
Kai,TE,Map_2_2Sunset,Attack,Cypher,0.94,171,8,7,3,+1,67%,118,47%,0,1,-1
FengF,TE,Map_2_2Sunset,Attack,Raze,0.52,136,6,10,1,-4,42%,84,14%,1,4,-3
Biank,TE,Map_2_2Sunset,Attack,Sova,0.27,90,3,10,3,-7,42%,64,6%,0,3,-3
heybay,TE,Map_2_2Sunset,Attack,Breach,0.83,139,5,8,5,-3,100%,93,28%,0,0,0
trexx,VIT,Map_2_2Sunset,Defend,Sova,1.74,281,13,5,6,+8,83%,199,40%,0,0,0
ceNder,VIT,Map_2_2Sunset,Defend,Omen,1.11,157,8,7,4,+1,67%,111,33%,1,1,0
Sayf,VIT,Map_2_2Sunset,Defend,Neon,1.11,208,8,8,6,0,75%,160,38%,2,1,+1
runneR,VIT,Map_2_2Sunset,Defend,Cypher,1.18,246,10,8,4,+2,67%,146,27%,5,1,+4
Kicks,VIT,Map_2_2Sunset,Defend,Kayo,1.25,155,5,5,12,0,83%,94,12%,1,0,+1
LuoK1ng,TE,Map_2_2Sunset,Defend,Omen,0.70,177,5,6,2,-1,88%,116,29%,0,0,0
Kai,TE,Map_2_2Sunset,Defend,Cypher,0.64,186,5,7,1,-2,50%,121,29%,1,1,0
FengF,TE,Map_2_2Sunset,Defend,Raze,1.04,236,6,5,0,+1,75%,147,18%,1,0,+1
Biank,TE,Map_2_2Sunset,Defend,Sova,1.32,246,7,5,2,+2,63%,169,36%,2,2,0
heybay,TE,Map_2_2Sunset,Defend,Breach,0.14,47,0,7,4,-7,38%,41,11%,0,1,-1
