,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,1 Round 17 Kushy Jemkin,,1 Round 1 Jemkin Monyet Kushy xffero,,,,,,,45,0,0
f0rsakeN PRX,,3 Round 6 crazyguy Jemkin Round 13 Kushy crazyguy Round 14 Jemkin xffero,2 Round 2 Jemkin crazyguy Kushy Round 8 Monyet Jemkin Kushy,,,,,,,,56,2,1
d4v41 PRX,,2 Round 4 Jemkin Monyet Round 6 xffero Monyet,1 Round 9 Jemkin crazyguy xffero,,,1 Round 1 crazyguy,,,,,60,0,0
PatMen PRX,,4 Round 11 Kushy xffero Round 14 crazyguy Kushy Round 15 Monyet crazyguy Round 20 Kushy Jemkin,,,,1 Round 20 Jemkin,,,,,49,5,0
something PRX,,2 Round 5 Jemkin xffero Round 10 Kushy Monyet,1 Round 13 Jemkin xffero Monyet,,,,,,,,55,0,1
crazyguy RRQ,,3 Round 5 Jinggg something Round 9 Jinggg PatMen Round 19 f0rsakeN something,,,,,,,,,51,1,0
Kushy RRQ,,,1 Round 16 something Jinggg d4v41,,,,,,,,33,5,1
xffero RRQ,,3 Round 1 PatMen something Round 3 Jinggg d4v41 Round 9 f0rsakeN something,,,,,,,,,53,0,0
Monyet RRQ,,2 Round 15 Jinggg f0rsakeN Round 18 f0rsakeN something,,,,1 Round 9 d4v41,,,,,49,0,0
Jemkin RRQ,,1 Round 11 d4v41 Jinggg,1 Round 20 Jinggg d4v41 f0rsakeN,,,,,,,,45,0,1
