,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,3 Round 4 Kushy xffero Round 11 Jemkin Monyet Round 13 Kushy crazyguy,2 Round 1 xffero Jemkin Kushy Round 2 Monyet Jemkin Kushy,,,,,,,,68,1,2
f0rsakeN PRX,,3 Round 2 xffero crazyguy Round 7 xffero Jemkin Round 17 Jemkin xffero,1 Round 4 Jemkin Monyet crazyguy,,,,,,,,59,0,0
d4v41 PRX,,2 Round 6 Kushy crazyguy Round 8 Jemkin Kushy,,,,,,,,,31,0,1
PatMen PRX,,1 Round 12 xffero Kushy,,,,,,,,,25,4,0
something PRX,,3 Round 9 Kushy Monyet Round 10 crazyguy Jemkin Round 14 Kushy xffero,1 Round 7 Monyet crazyguy Kushy,,,,,,,,65,0,0
crazyguy RRQ,,3 Round 9 something Jinggg Round 10 d4v41 Jinggg Round 15 Jinggg f0rsakeN,2 Round 8 something f0rsakeN d4v41 Round 12 Jinggg PatMen f0rsakeN,,,1 Round 8 d4v41,1 Round 12 f0rsakeN PatMen,,,,73,1,0
Kushy RRQ,,1 Round 5 something PatMen,,,,,,,,,39,6,2
xffero RRQ,,,2 Round 3 Jinggg f0rsakeN d4v41 Round 10 f0rsakeN something PatMen,,,,1 Round 10 PatMen something,,,,47,1,1
Monyet RRQ,,3 Round 8 Jinggg PatMen Round 14 d4v41 f0rsakeN Round 18 Jinggg f0rsakeN,2 Round 13 d4v41 Jinggg PatMen Round 17 f0rsakeN PatMen d4v41,,,,,,,,50,1,1
Jemkin RRQ,,6 Round 6 PatMen d4v41 Round 7 Jinggg PatMen Round 9 f0rsakeN PatMen Round 13 something f0rsakeN Round 16 PatMen d4v41 Round 19 something d4v41,,,,,,,,,76,0,1
