Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
aspas,LEV,Map_2_2Lotus,All,Raze,1.69,338,29,15,3,+14,91%,212,19%,5,3,+2
Mazino,LEV,Map_2_2Lotus,All,Breach,1.16,213,17,12,9,+5,74%,137,36%,3,2,+1
kiNgg,LEV,Map_2_2Lotus,All,Omen,1.02,155,12,14,11,-2,83%,94,23%,2,1,+1
C0M,LEV,Map_2_2Lotus,All,Fade,0.93,168,12,16,13,-4,74%,117,33%,2,0,+2
tex,LEV,Map_2_2Lotus,All,Cypher,0.74,146,11,14,4,-3,78%,100,40%,3,2,+1
benjyfishy,TH,Map_2_2Lotus,All,Killjoy,1.21,217,19,14,2,+5,70%,138,32%,3,3,0
RieNs,TH,Map_2_2Lotus,All,Viper,1.02,183,15,16,6,-1,70%,134,41%,1,4,-3
MiniBoo,TH,Map_2_2Lotus,All,Raze,0.96,205,18,17,1,+1,61%,142,36%,3,2,+1
Boo,TH,Map_2_2Lotus,All,Fade,0.78,121,9,15,9,-6,74%,88,30%,0,2,-2
Wo0t,TH,Map_2_2Lotus,All,Omen,0.51,143,10,19,10,-9,65%,101,24%,1,4,-3
aspas,LEV,Map_2_2Lotus,Attack,Raze,1.54,324,13,6,2,+7,100%,201,17%,3,0,+3
Mazino,LEV,Map_2_2Lotus,Attack,Breach,2.11,382,16,3,4,+13,100%,230,41%,3,1,+2
kiNgg,LEV,Map_2_2Lotus,Attack,Omen,1.27,138,5,3,7,+2,91%,89,24%,0,0,0
C0M,LEV,Map_2_2Lotus,Attack,Fade,1.09,155,6,6,7,0,82%,98,38%,1,0,+1
tex,LEV,Map_2_2Lotus,Attack,Cypher,1.10,173,7,4,1,+3,91%,110,60%,2,1,+1
benjyfishy,TH,Map_2_2Lotus,Attack,Killjoy,1.56,235,12,5,0,+7,75%,151,31%,3,0,+3
RieNs,TH,Map_2_2Lotus,Attack,Viper,1.59,238,11,5,3,+6,83%,173,43%,0,3,-3
MiniBoo,TH,Map_2_2Lotus,Attack,Raze,1.25,301,14,8,1,+6,83%,211,39%,2,1,+1
Boo,TH,Map_2_2Lotus,Attack,Fade,0.94,124,5,6,5,-1,92%,90,28%,0,0,0
Wo0t,TH,Map_2_2Lotus,Attack,Omen,0.65,196,7,10,9,-3,83%,135,21%,1,2,-1
aspas,LEV,Map_2_2Lotus,Defend,Raze,1.83,353,16,9,1,+7,83%,222,20%,2,3,-1
Mazino,LEV,Map_2_2Lotus,Defend,Breach,0.28,58,1,9,5,-8,50%,53,23%,0,1,-1
kiNgg,LEV,Map_2_2Lotus,Defend,Omen,0.78,171,7,11,4,-4,75%,99,22%,2,1,+1
C0M,LEV,Map_2_2Lotus,Defend,Fade,0.78,181,6,10,6,-4,67%,133,30%,1,0,+1
tex,LEV,Map_2_2Lotus,Defend,Cypher,0.41,121,4,10,3,-6,67%,90,27%,1,1,0
benjyfishy,TH,Map_2_2Lotus,Defend,Killjoy,0.83,199,7,9,2,-2,64%,123,33%,0,3,-3
RieNs,TH,Map_2_2Lotus,Defend,Viper,0.40,125,4,11,3,-7,55%,93,36%,1,1,0
MiniBoo,TH,Map_2_2Lotus,Defend,Raze,0.65,101,4,9,0,-5,36%,67,29%,1,1,0
Boo,TH,Map_2_2Lotus,Defend,Fade,0.60,119,4,9,4,-5,55%,85,33%,0,2,-2
Wo0t,TH,Map_2_2Lotus,Defend,Omen,0.36,85,3,9,1,-6,45%,64,30%,0,2,-2
