Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Sunset,1,"""1-0""",XLG,Defenders,Defuse
2Sunset,2,"""2-0""",XLG,Defenders,Elimination
2Sunset,3,"""2-1""",FPX,Attackers,Elimination
2Sunset,4,"""3-1""",XLG,Defenders,Time Expired
2Sunset,5,"""4-1""",XLG,Defenders,Defuse
2Sunset,6,"""5-1""",XLG,Defenders,Defuse
2Sunset,7,"""5-2""",FPX,Attackers,Elimination
2Sunset,8,"""5-3""",FPX,Attackers,Spike Detonation
2Sunset,9,"""6-3""",XLG,Defenders,Time Expired
2Sunset,10,"""7-3""",XLG,Defenders,Elimination
2Sunset,11,"""7-4""",FPX,Attackers,Elimination
2Sunset,12,"""7-5""",FPX,Attackers,Elimination
2Sunset,13,"""8-5""",FPX,Attackers,Elimination
2Sunset,14,"""9-5""",FPX,Attackers,Elimination
2Sunset,15,"""9-6""",XLG,Defenders,Elimination
2Sunset,16,"""10-6""",FPX,Attackers,Elimination
2Sunset,17,"""11-6""",FPX,Attackers,Elimination
2Sunset,18,"""12-6""",FPX,Attackers,Elimination
2Sunset,19,"""12-7""",XLG,Defenders,Elimination
2Sunset,20,"""12-8""",XLG,Defenders,Elimination
2Sunset,21,"""12-9""",XLG,Defenders,Elimination
2Sunset,22,"""12-10""",XLG,Defenders,Elimination
2Sunset,23,"""12-11""",XLG,Defenders,Elimination
2Sunset,24,"""12-12""",XLG,Defenders,Elimination
2Sunset,25,"""13-12""",XLG,Defenders,Defuse
2Sunset,26,"""14-12""",FPX,Attackers,Elimination
