,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,2 Round 3 JessieVash Wild0reoo Round 9 2GE JessieVash,1 Round 15 JessieVash Jremy invy,,,,,,,,48,3,3
Kushy RRQ,,3 Round 4 Jremy 2GE Round 6 Wild0reoo JessieVash Round 13 Wild0reoo invy,1 Round 7 2GE JessieVash invy,,,,,,,,58,3,1
xffero RRQ,,3 Round 7 Jremy Wild0reoo Round 15 Wild0reoo 2GE Round 17 Jremy invy,1 Round 18 Wild0reoo 2GE Jremy,,,,,,,,44,2,0
Monyet RRQ,,1 Round 2 Jremy invy,1 Round 14 invy 2GE Wild0reoo,,,,,,,,40,0,0
Jemkin RRQ,,2 Round 4 Wild0reoo invy Round 6 2GE invy,2 Round 12 invy 2GE Wild0reoo Round 16 JessieVash 2GE Wild0reoo,,,,,,,,53,0,0
JessieVash TS,,3 Round 1 Jemkin xffero Round 9 Kushy xffero Round 20 Jemkin Kushy,1 Round 14 crazyguy Monyet Kushy,1 Round 21 Kushy crazyguy Jemkin xffero,,1 Round 12 Jemkin,2 Round 1 xffero Jemkin Round 14 Monyet Kushy,,,,63,8,1
Jremy TS,,1 Round 13 Kushy Jemkin,,,,,,,,,46,0,0
invy TS,,6 Round 1 Monyet Kushy Round 7 xffero crazyguy Round 9 Jemkin crazyguy Round 10 Monyet Jemkin Round 11 Jemkin Monyet Round 18 Monyet Kushy,,1 Round 19 xffero Jemkin crazyguy Kushy,,,1 Round 9 crazyguy Jemkin,,,,73,2,1
2GE TS,,4 Round 5 xffero Jemkin Round 8 crazyguy xffero Round 12 Kushy xffero Round 17 xffero Kushy,,,,,,,,,53,2,0
Wild0reoo TS,,6 Round 5 Kushy crazyguy Round 6 xffero Monyet Round 10 xffero Kushy Round 15 Jemkin Kushy Round 20 Monyet crazyguy Round 22 Jemkin Kushy,1 Round 2 Kushy crazyguy Monyet,,,,,,,,59,0,1
