,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,1 Round 15 UdoTan Kr1stal,,,,,1 Round 15 UdoTan Kr1stal,,,,40,6,1
Governor TLN,,2 Round 8 kellyS Deryeon Round 21 Kr1stal UdoTan,2 Round 16 UdoTan Kr1stal kellyS Round 18 Kr1stal UdoTan kellyS,,,,,,,,44,0,0
ban TLN,,3 Round 3 UdoTan Deryeon Round 12 Deryeon Kr1stal Round 20 Deryeon kellyS,1 Round 2 kellyS Deryeon Papi,,,,2 Round 7 Papi UdoTan Round 12 Deryeon Kr1stal,,,,57,0,0
JitBoyS TLN,,4 Round 3 kellyS Kr1stal Round 7 kellyS Kr1stal Round 20 Papi Kr1stal Round 22 UdoTan Deryeon,1 Round 19 kellyS UdoTan Deryeon,,,,,,,,67,2,2
primmie TLN,,3 Round 4 UdoTan Papi Round 5 Deryeon Papi Round 18 Papi Deryeon,,,,,,,,,44,0,0
UdoTan GE,,5 Round 7 JitBoyS primmie Round 10 ban Crws Round 12 Governor JitBoyS Round 15 ban primmie Round 17 Crws Governor,2 Round 8 ban Governor JitBoyS Round 13 ban primmie Crws,,,,,,,,68,1,0
Kr1stal GE,,3 Round 8 Crws primmie Round 11 JitBoyS Governor Round 20 Crws ban,1 Round 10 Governor primmie JitBoyS,,,,,,,,62,0,1
kellyS GE,,2 Round 3 Governor primmie Round 13 JitBoyS Governor,,,,,,,,,35,5,1
Deryeon GE,,2 Round 1 JitBoyS Governor Round 4 primmie Crws,,,,,,,,,26,0,0
Papi GE,,2 Round 1 primmie ban Round 11 Crws primmie,1 Round 9 Governor primmie JitBoyS,,,,,,,,42,0,0
