,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,2 Round 2 Papi kellyS Round 16 Deryeon Papi,,,,,,,,,47,1,0
Governor TLN,,1 Round 7 kellyS UdoTan,,,,,,,,,27,1,0
ban TLN,,1 Round 1 Deryeon Kr1stal,1 Round 13 Deryeon UdoTan kellyS,,1 Round 14 UdoTan Papi Deryeon kellyS Kr1stal,,,,,,39,1,0
JitBoyS TLN,,4 Round 1 Papi UdoTan Round 12 kellyS Papi Round 13 Kr1stal Papi Round 15 Papi Deryeon,1 Round 17 UdoTan kellyS Papi,,,,,,,,50,0,0
primmie TLN,,4 Round 2 Deryeon UdoTan Round 5 UdoTan Deryeon Round 16 Kr1stal kellyS Round 19 kellyS Deryeon,,,,,,,,,46,0,0
UdoTan GE,,5 Round 5 Governor JitBoyS Round 7 ban Crws Round 9 Crws primmie Round 10 Governor ban Round 11 Crws primmie,2 Round 4 Crws primmie Governor Round 18 Crws Governor ban,,,,,,,,85,0,0
Kr1stal GE,,2 Round 4 ban JitBoyS Round 11 ban Governor,2 Round 3 Governor primmie JitBoyS Round 19 Governor ban JitBoyS,,,,1 Round 19 JitBoyS ban,,,,76,2,0
kellyS GE,,3 Round 10 primmie JitBoyS Round 15 Governor JitBoyS Round 17 Crws primmie,,,,,,,,,40,1,0
Deryeon GE,,1 Round 12 JitBoyS Crws,,,,,,,,,44,0,0
Papi GE,,1 Round 7 JitBoyS Governor,2 Round 6 ban primmie Governor Round 8 ban Crws JitBoyS,,,,,,,,79,0,1
