,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,1 Round 15 Deryeon kellyS,,,,,,,,,37,6,0
Governor TLN,,3 Round 3 Deryeon UdoTan Round 14 Kr1stal Deryeon Round 20 Deryeon Kr1stal,1 Round 21 Deryeon Papi kellyS,,,,,,,,52,1,1
ban TLN,,1 Round 18 UdoTan Kr1stal,1 Round 10 Papi kellyS UdoTan,,,1 Round 15 UdoTan,,,,,41,0,1
JitBoyS TLN,,2 Round 9 kellyS Papi Round 16 UdoTan Papi,2 Round 1 Papi kellyS UdoTan Round 2 UdoTan Kr1stal kellyS,,,,,,,,42,1,1
primmie TLN,,3 Round 12 kellyS UdoTan Round 13 Papi Kr1stal Round 20 UdoTan kellyS,2 Round 5 kellyS Kr1stal Papi Round 16 kellyS Deryeon Kr1stal,1 Round 6 UdoTan Papi Kr1stal kellyS,,,,,,,70,1,1
UdoTan GE,,1 Round 4 ban JitBoyS,2 Round 10 primmie Crws JitBoyS Round 15 Crws primmie JitBoyS,,,,,,,,39,0,0
Kr1stal GE,,3 Round 4 Crws primmie Round 9 Crws ban Round 20 ban Governor,1 Round 11 Governor Crws primmie,,,,,,,,59,3,1
kellyS GE,,,,,,,,,,,39,3,0
Deryeon GE,,4 Round 2 ban JitBoyS Round 5 Governor ban Round 12 ban JitBoyS Round 18 ban primmie,1 Round 16 Governor Crws ban,,,,,,,,61,0,1
Papi GE,,,2 Round 17 primmie Governor JitBoyS Round 18 Governor Crws JitBoyS,,,,,1 Round 18 JitBoyS Governor Crws,,,45,1,0
