Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Abyss,1,"""1-0""",NAVI,Attackers,Elimination
1Abyss,2,"""2-0""",NAVI,Attackers,Spike Detonation
1Abyss,3,"""2-1""",KC,Defenders,Defuse
1Abyss,4,"""3-1""",NAVI,Attackers,Elimination
1Abyss,5,"""4-1""",NAVI,Attackers,Spike Detonation
1Abyss,6,"""4-2""",KC,Defenders,Defuse
1Abyss,7,"""5-2""",NAVI,Attackers,Spike Detonation
1Abyss,8,"""5-3""",KC,Defenders,Elimination
1Abyss,9,"""6-3""",NAVI,Attackers,Spike Detonation
1Abyss,10,"""6-4""",KC,Defenders,Defuse
1Abyss,11,"""7-4""",NAVI,Attackers,Elimination
1Abyss,12,"""7-5""",KC,Defenders,Defuse
1Abyss,13,"""7-6""",NAVI,Attackers,Elimination
1Abyss,14,"""7-7""",NAVI,Attackers,Elimination
1Abyss,15,"""8-7""",KC,Defenders,Defuse
1Abyss,16,"""8-8""",NAVI,Attackers,Spike Detonation
1Abyss,17,"""8-9""",NAVI,Attackers,Spike Detonation
1Abyss,18,"""9-9""",KC,Defenders,Defuse
1Abyss,19,"""9-10""",NAVI,Attackers,Spike Detonation
1Abyss,20,"""9-11""",NAVI,Attackers,Elimination
1Abyss,21,"""9-12""",NAVI,Attackers,Elimination
1Abyss,22,"""10-12""",KC,Defenders,Defuse
1Abyss,23,"""10-13""",NAVI,Attackers,Elimination
1Abyss,24,"""""",,,
