Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""1-0""",APK,Attackers,Elimination
1Lotus,2,"""2-0""",APK,Attackers,Elimination
1Lotus,3,"""2-1""",MKOI,Defenders,Defuse
1Lotus,4,"""3-1""",APK,Attackers,Spike Detonation
1Lotus,5,"""4-1""",APK,Attackers,Elimination
1Lotus,6,"""4-2""",MKOI,Defenders,Defuse
1Lotus,7,"""4-3""",MKOI,Defenders,Elimination
1Lotus,8,"""4-4""",MKOI,Defenders,Elimination
1Lotus,9,"""4-5""",MKOI,Defenders,Defuse
1Lotus,10,"""5-5""",APK,Attackers,Elimination
1Lotus,11,"""6-5""",APK,Attackers,Elimination
1Lotus,12,"""6-6""",MKOI,Defenders,Time Expired
1Lotus,13,"""6-7""",APK,Attackers,Elimination
1Lotus,14,"""6-8""",APK,Attackers,Spike Detonation
1Lotus,15,"""6-9""",APK,Attackers,Spike Detonation
1Lotus,16,"""7-9""",MKOI,Defenders,Defuse
1Lotus,17,"""7-10""",APK,Attackers,Elimination
1Lotus,18,"""8-10""",MKOI,Defenders,Defuse
1Lotus,19,"""9-10""",MKOI,Defenders,Elimination
1Lotus,20,"""9-11""",APK,Attackers,Elimination
1Lotus,21,"""9-12""",APK,Attackers,Elimination
1Lotus,22,"""9-13""",APK,Attackers,Elimination
1Lotus,23,"""""",,,
1Lotus,24,"""""",,,
