,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,,,,,,,,,,19,1,2
RieNs TH,,2 Round 1 ara grubinho Round 14 Cloud ara,,,,,,,,,35,0,0
MiniBoo TH,,1 Round 2 grubinho westside,1 Round 3 westside grubinho Cloud,,,,,,,,51,0,0
Wo0t TH,,,3 Round 2 Flickless Cloud ara Round 5 grubinho westside Flickless Round 8 Cloud grubinho ara,,,,,,,,45,0,0
benjyfishy TH,,1 Round 5 ara Cloud,,,,,,,,,37,0,1
Cloud GX,,5 Round 1 Wo0t Boo Round 4 MiniBoo benjyfishy Round 11 RieNs MiniBoo Round 14 MiniBoo benjyfishy Round 15 RieNs benjyfishy,,,,,,,,,76,6,0
grubinho GX,,2 Round 1 MiniBoo benjyfishy Round 2 benjyfishy RieNs,,,,,,,,,63,2,0
Flickless GX,,1 Round 6 benjyfishy RieNs,1 Round 5 RieNs MiniBoo benjyfishy,,,1 Round 1 RieNs,,,,,69,1,1
ara GX,,3 Round 4 RieNs Boo Round 10 Boo RieNs Round 16 Boo MiniBoo,1 Round 7 RieNs Wo0t Boo,,,,,,,,69,2,0
westside GX,,4 Round 8 benjyfishy MiniBoo westside Round 9 Wo0t benjyfishy Round 14 Boo RieNs Round 16 Wo0t benjyfishy,1 Round 13 MiniBoo benjyfishy Boo,,,1 Round 8 Boo,,,,,59,0,0
