,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,2 Round 10 dgzin pANcada Round 16 pANcada tuyz,1 Round 13 pANcada v1nny tuyz,,,,,,,,34,1,0
yay EG,,3 Round 8 cauanzin tuyz Round 17 tuyz dgzin Round 18 cauanzin dgzin,2 Round 4 dgzin tuyz cauanzin Round 15 dgzin cauanzin v1nny,,,,,1 Round 15 dgzin v1nny cauanzin,,,45,1,0
Derrek EG,,1 Round 12 tuyz dgzin,,,,,,,,,32,3,0
NaturE EG,,4 Round 2 dgzin v1nny Round 5 dgzin tuyz Round 8 pANcada dgzin Round 11 pANcada tuyz,1 Round 12 pANcada cauanzin v1nny,,,,,,,,51,1,0
icy EG,,6 Round 3 v1nny pANcada Round 7 cauanzin v1nny Round 10 cauanzin tuyz Round 19 tuyz cauanzin Round 20 tuyz v1nny Round 23 pANcada tuyz,,,,,,,,,55,1,0
pANcada LOUD,,1 Round 19 supamen NaturE,1 Round 22 NaturE Derrek icy,,,,,,,,34,0,0
v1nny LOUD,,3 Round 14 supamen NaturE Round 15 NaturE Derrek Round 20 yay Derrek,,,,,,,,,35,4,1
tuyz LOUD,,3 Round 13 icy yay Round 15 icy supamen Round 16 icy NaturE,1 Round 14 icy Derrek yay,,,,,,,,38,0,0
cauanzin LOUD,,4 Round 3 yay Derrek Round 9 icy supamen Round 21 supamen icy Round 26 supamen NaturE,1 Round 2 NaturE supamen yay,1 Round 25 Derrek icy supamen yay,,,,,,,62,0,0
dgzin LOUD,,5 Round 1 NaturE supamen Round 8 Derrek supamen Round 13 Derrek supamen Round 21 yay NaturE Round 26 yay icy,2 Round 6 icy supamen NaturE Round 9 Derrek NaturE yay,1 Round 24 supamen NaturE yay Derrek,,1 Round 13 supamen,,,,,68,0,2
