,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,3 Round 2 lukxo cauanzin Round 11 tuyz dgzin Round 17 dgzin cauanzin,2 Round 16 pANcada tuyz lukxo Round 19 lukxo dgzin cauanzin,,,,,,,,67,1,0
yay EG,,3 Round 9 tuyz cauanzin Round 16 dgzin cauanzin Round 19 pANcada tuyz,2 Round 20 dgzin cauanzin tuyz Round 23 cauanzin lukxo tuyz,,,,,,,,52,1,0
Derrek EG,,2 Round 8 pANcada lukxo Round 24 pANcada dgzin,1 Round 21 dgzin pANcada lukxo,,,1 Round 12 tuyz,,,,,44,4,0
NaturE EG,,3 Round 1 cauanzin lukxo Round 3 dgzin cauanzin Round 13 cauanzin dgzin,,,,,2 Round 1 lukxo cauanzin Round 5 pANcada dgzin,,,,36,3,0
icy EG,,2 Round 2 dgzin tuyz Round 22 dgzin lukxo,,1 Round 18 dgzin lukxo cauanzin tuyz,,,,,,,57,0,0
pANcada LOUD,,6 Round 5 Derrek NaturE pANcada Round 6 yay Derrek Round 7 supamen yay Round 12 yay icy Round 15 supamen Derrek Round 21 yay yay,1 Round 13 icy NaturE Derrek,1 Round 9 NaturE yay supamen Derrek,,1 Round 18 icy,1 Round 15 supamen Derrek,,,,106,0,0
tuyz LOUD,,2 Round 12 NaturE Derrek tuyz Round 13 yay supamen,,1 Round 24 supamen Derrek yay icy,,,1 Round 24 icy yay,,,,55,7,1
cauanzin LOUD,,4 Round 6 NaturE supamen Round 10 supamen Derrek Round 22 NaturE icy Round 23 NaturE icy,,,,,,,,,39,0,0
dgzin LOUD,,4 Round 5 yay icy Round 10 icy yay Round 17 NaturE yay Round 22 Derrek yay,,,,,,,,,26,0,0
lukxo LOUD,,5 Round 3 supamen NaturE Round 7 Derrek icy Round 8 yay icy Round 15 icy NaturE Round 16 NaturE yay,4 Round 1 Derrek supamen yay Round 11 supamen Derrek yay Round 17 Derrek yay supamen Round 18 Derrek supamen NaturE,1 Round 14 icy yay supamen Derrek,,,,,,,75,0,2
