,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
BuZz DRX,,2 Round 7 heat Melser Round 17 Shyy heat,1 Round 5 keznit mta Shyy,,,,,,,,65,0,0
MaKo DRX,,4 Round 1 keznit mta Round 10 mta Melser Round 11 mta heat Round 12 Melser heat,,,,,,,,,56,2,1
BeYN DRX,,2 Round 9 mta Shyy Round 18 mta keznit,1 Round 8 keznit heat mta,1 Round 13 Shyy mta keznit Melser,,1 Round 12 keznit,1 Round 13 keznit Melser,,,,48,1,1
Foxy9 DRX,,,1 Round 4 Melser Shyy heat,,,,,,,,54,3,0
Flashback DRX,,4 Round 4 keznit mta Round 7 keznit Shyy Round 14 heat Shyy Round 18 Melser heat,1 Round 16 Shyy keznit mta Flashback,1 Round 19 Shyy heat Melser keznit,,1 Round 16 heat,,,,,84,0,0
Melser KRÜ,,1 Round 9 Foxy9 BeYN,,,,,,,,,33,0,0
keznit KRÜ,,2 Round 3 BeYN BuZz Round 13 BuZz MaKo,1 Round 12 BuZz Foxy9 MaKo,1 Round 15 BeYN MaKo BuZz Flashback,,,,,,,55,2,1
heat KRÜ,,2 Round 6 MaKo BeYN Round 17 Flashback Foxy9,,,,,,,,,53,0,0
Shyy KRÜ,,1 Round 2 Foxy9 MaKo,1 Round 8 Flashback Foxy9 BeYN,,,1 Round 8 BeYN,,,,,34,2,0
mta KRÜ,,4 Round 2 Flashback BeYN Round 8 BuZz MaKo Round 16 BuZz Foxy9 Round 19 BeYN Flashback,2 Round 1 BuZz Foxy9 BeYN Round 14 Foxy9 BeYN Flashback,,,,,,,,86,1,0
