,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,2 Round 11 penny OLIZERA Round 13 penny MOLSI,3 Round 8 penny MOLSI OLIZERA Round 17 AvovA MOLSI OLIZERA Round 25 MOLSI OLIZERA batujnax,,,,1 Round 25 batujnax OLIZERA,,,,47,4,0
nAts TL,,4 Round 1 AvovA OLIZERA Round 10 penny MOLSI Round 16 batujnax MOLSI Round 20 OLIZERA MOLSI,1 Round 26 AvovA MOLSI OLIZERA,,,,,,,,46,1,0
trexx TL,,3 Round 5 penny batujnax Round 10 batujnax OLIZERA Round 24 penny AvovA,1 Round 2 batujnax OLIZERA AvovA,,,,,,,,45,3,1
keiko TL,,3 Round 1 penny batujnax Round 24 MOLSI batujnax Round 26 penny batujnax,,,,,,,,,36,0,1
kamo TL,,5 Round 13 OLIZERA batujnax Round 16 AvovA penny Round 17 batujnax penny Round 21 OLIZERA AvovA Round 22 OLIZERA penny,,,,,,,,,50,0,1
MOLSI APK,,1 Round 3 trexx nAts,,,,,,,,,40,6,0
AvovA APK,,3 Round 11 paTiTek kamo Round 13 trexx nAts Round 20 kamo keiko,1 Round 15 kamo nAts paTiTek,,,,1 Round 11 paTiTek kamo,,,,46,2,0
penny APK,,3 Round 3 kamo paTiTek Round 4 keiko paTiTek Round 7 kamo trexx,2 Round 6 kamo trexx keiko Round 12 paTiTek keiko trexx,,,,,,,,47,1,0
OLIZERA APK,,2 Round 12 kamo nAts Round 15 keiko trexx,3 Round 5 kamo trexx nAts Round 11 nAts trexx keiko Round 25 keiko nAts trexx,,,1 Round 5 nAts,,,,,64,1,0
batujnax APK,,1 Round 18 keiko trexx,1 Round 23 keiko nAts paTiTek,,,,,,,,29,1,0
