,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,2 Round 7 penny OLIZERA Round 14 AvovA OLIZERA,,,,,1 Round 14 OLIZERA AvovA,,,,40,1,1
nAts TL,,3 Round 2 batujnax MOLSI Round 5 penny batujnax Round 8 penny AvovA,1 Round 3 penny MOLSI batujnax,1 Round 6 OLIZERA AvovA MOLSI penny,,,,,,,69,2,0
trexx TL,,3 Round 2 AvovA OLIZERA Round 4 batujnax AvovA Round 19 batujnax MOLSI,1 Round 1 penny MOLSI AvovA,,,,,,,,76,1,4
keiko TL,,5 Round 10 AvovA OLIZERA Round 11 penny MOLSI Round 13 penny OLIZERA Round 14 batujnax MOLSI Round 19 AvovA OLIZERA,1 Round 7 batujnax AvovA MOLSI,,,,1 Round 19 MOLSI OLIZERA,,,,66,1,2
kamo TL,,1 Round 8 OLIZERA MOLSI,,,,,,,,,43,1,0
MOLSI APK,,2 Round 17 paTiTek trexx Round 18 kamo paTiTek,,,,,,,,,39,5,1
AvovA APK,,3 Round 3 kamo paTiTek Round 12 kamo trexx Round 14 nAts trexx,,,,,,,,,42,1,0
penny APK,,1 Round 17 nAts kamo,1 Round 16 trexx kamo keiko,,,,,,,,44,0,0
OLIZERA APK,,,1 Round 11 trexx paTiTek keiko OLIZERA,,,,,1 Round 11 paTiTek keiko trexx,,,51,0,1
batujnax APK,,2 Round 1 paTiTek kamo Round 18 keiko nAts,,,,,,,,,48,3,1
