,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,2 Round 1 alexiiik ANGE1 Round 18 Ruxic ANGE1,1 Round 21 Ruxic ANGE1 Shao,,,,,,,,48,1,0
grubinho GX,,1 Round 21 hiro alexiiik,1 Round 19 ANGE1 Ruxic alexiiik,,,,,,,,52,4,0
Flickless GX,,3 Round 2 Shao ANGE1 Round 4 ANGE1 hiro Round 6 Ruxic Shao,,,,,,1 Round 6 Shao Ruxic alexiiik,,,36,3,1
ara GX,,4 Round 1 Shao hiro Round 5 alexiiik hiro Round 17 alexiiik ANGE1 Round 20 Shao alexiiik,2 Round 7 Shao ANGE1 Ruxic Round 9 alexiiik Shao hiro,2 Round 13 Ruxic ANGE1 alexiiik hiro Round 14 Shao Ruxic ANGE1 alexiiik,,,,,,,103,0,1
westside GX,,3 Round 7 alexiiik hiro Round 11 alexiiik hiro Round 17 Ruxic Shao,1 Round 5 Ruxic ANGE1 Shao,,,,,,,,47,2,0
ANGE1 NAVI,,1 Round 9 westside grubinho,1 Round 7 grubinho Cloud Flickless,,,,,,,,27,3,0
Shao NAVI,,1 Round 6 Cloud grubinho,1 Round 18 grubinho Flickless ara,,,,,,,,52,0,1
Ruxic NAVI,,4 Round 6 ara westside Round 8 grubinho ara Round 13 grubinho Flickless Round 15 ara grubinho,1 Round 10 ara Flickless Cloud,,,,,,,,93,1,0
alexiiik NAVI,,2 Round 8 Cloud westside Round 15 Flickless westside,1 Round 3 ara grubinho Flickless,,,,,,,,43,0,0
hiro NAVI,,2 Round 4 Cloud westside Round 12 westside Cloud,,,,,,,,,30,1,2
