,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,4 Round 8 Boaster kaajak Round 14 Boaster crashies Round 17 Chronicle crashies Round 20 kaajak Alfajer,3 Round 3 crashies Chronicle Alfajer Round 12 Alfajer Boaster crashies Round 16 crashies Boaster Alfajer,,,1 Round 3 Alfajer,,,,,67,0,2
johnqt SEN,,1 Round 4 Alfajer crashies,,,,,,,,,29,5,1
bang SEN,,5 Round 2 crashies Chronicle Round 3 kaajak Boaster Round 6 kaajak Boaster Round 10 Alfajer Chronicle Round 15 Boaster Chronicle,1 Round 1 kaajak Boaster crashies,,,,,,,,40,1,0
zekken SEN,,5 Round 2 kaajak Boaster Round 4 Chronicle Boaster Round 7 Alfajer crashies Round 19 kaajak Boaster Round 22 crashies Alfajer,,,,1 Round 22 Alfajer,,,,,42,0,0
N4RRATE SEN,,3 Round 8 Alfajer crashies Round 14 kaajak Chronicle Round 22 kaajak Boaster,2 Round 10 Boaster crashies kaajak Round 13 kaajak crashies Chronicle,1 Round 21 Alfajer Boaster Chronicle kaajak,,,1 Round 13 crashies Chronicle,,1 Round 21 crashies kaajak Chronicle Boaster,,72,2,0
crashies FNC,,,,,,,,,,,30,4,1
Boaster FNC,,1 Round 13 zekken johnqt,,,,,,,,,32,0,0
Chronicle FNC,,1 Round 11 bang N4RRATE,1 Round 21 bang Zellsis johnqt,1 Round 6 N4RRATE johnqt zekken Zellsis,,,1 Round 16 Zellsis johnqt,,,,59,1,1
kaajak FNC,,3 Round 3 zekken johnqt Round 8 N4RRATE bang Round 16 zekken bang,1 Round 17 N4RRATE bang Zellsis,,,,1 Round 17 Zellsis bang,,,,55,1,1
Alfajer FNC,,2 Round 17 johnqt zekken Round 19 N4RRATE Zellsis,3 Round 11 johnqt Zellsis zekken Round 20 N4RRATE johnqt bang Round 22 Zellsis N4RRATE bang,,,,,,,,64,1,0
