,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,2 Round 1 johnqt Zellsis Round 14 zekken N4RRATE,2 Round 9 N4RRATE zekken Zellsis Round 11 zekken Zellsis bang,,,,,,,,81,0,1
jawgemo G2,,4 Round 5 zekken N4RRATE Round 7 johnqt N4RRATE Round 14 Zellsis bang Round 17 Zellsis johnqt,,,,,,,,,55,0,0
JonahP G2,,1 Round 5 bang Zellsis,,,,,,,,,50,7,1
leaf G2,,1 Round 4 N4RRATE bang,3 Round 13 zekken Zellsis N4RRATE Round 16 johnqt bang N4RRATE Round 18 zekken N4RRATE Zellsis,,,,,,,,49,0,1
trent G2,,1 Round 1 N4RRATE bang,1 Round 6 zekken bang Zellsis,1 Round 12 bang zekken Zellsis johnqt,,1 Round 9 johnqt,1 Round 12 Zellsis johnqt,,,,97,4,0
Zellsis SEN,,1 Round 2 valyn trent,,,,,,,,,39,0,0
johnqt SEN,,2 Round 9 leaf JonahP Round 10 valyn JonahP,1 Round 3 jawgemo leaf trent,,,,,,,,56,2,1
bang SEN,,,,,,1 Round 1 trent,,,,,44,0,1
zekken SEN,,2 Round 1 leaf jawgemo Round 11 jawgemo JonahP,1 Round 15 JonahP trent valyn,,,1 Round 15 valyn,,,,,49,2,1
N4RRATE SEN,,1 Round 14 jawgemo leaf,,,,,,,,,44,0,0
