,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,4 Round 5 zekken johnqt Round 7 bang Zellsis Round 10 N4RRATE bang Round 13 N4RRATE Zellsis,1 Round 1 N4RRATE zekken bang,,,1 Round 21 johnqt,,,,,43,0,1
jawgemo G2,,,,,,,,,,,33,8,2
JonahP G2,,,,1 Round 8 Zellsis N4RRATE bang johnqt,,,,,,,33,0,0
leaf G2,,3 Round 14 johnqt Zellsis Round 17 N4RRATE Zellsis Round 21 zekken Zellsis,3 Round 2 zekken Zellsis johnqt Round 7 zekken N4RRATE johnqt Round 11 N4RRATE Zellsis johnqt,,,,,,,,71,1,1
trent G2,,2 Round 11 bang zekken Round 22 Zellsis johnqt,2 Round 16 N4RRATE johnqt bang Round 23 Zellsis johnqt zekken trent,,,1 Round 13 johnqt,,2 Round 16 N4RRATE johnqt bang Round 23 zekken johnqt Zellsis,,,62,0,0
Zellsis SEN,,4 Round 4 valyn trent Round 18 JonahP valyn Round 23 JonahP leaf Round 24 jawgemo valyn,1 Round 19 valyn trent jawgemo,,,,,,,,68,1,0
johnqt SEN,,3 Round 5 leaf jawgemo Round 21 leaf JonahP Round 22 valyn JonahP,,,,1 Round 17 trent,,,,,65,1,1
bang SEN,,5 Round 5 trent JonahP Round 6 jawgemo valyn Round 15 trent jawgemo Round 16 valyn leaf Round 17 JonahP leaf,3 Round 3 valyn JonahP trent Round 13 valyn JonahP leaf Round 20 valyn jawgemo trent,,,,,,,,68,0,3
zekken SEN,,2 Round 4 leaf JonahP Round 24 leaf JonahP,,,,,,,,,31,2,0
N4RRATE SEN,,1 Round 18 leaf trent,3 Round 9 JonahP leaf jawgemo Round 12 jawgemo valyn JonahP Round 22 leaf trent jawgemo,,,,,,,,50,5,1
