,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,4 Round 8 sociablEE Jamppi Round 13 MAGNUM sociablEE Round 19 MAGNUM PROFEK Round 23 MAGNUM Jamppi,,,,1 Round 13 sociablEE,,,,,45,3,1
grubinho GX,,3 Round 13 LewN Jamppi Round 18 PROFEK LewN Round 24 sociablEE MAGNUM,2 Round 10 sociablEE Jamppi MAGNUM Round 16 LewN MAGNUM PROFEK,,,1 Round 10 MAGNUM,,,,,50,0,0
Flickless GX,,3 Round 14 LewN Jamppi Round 15 Jamppi LewN Round 23 LewN PROFEK,1 Round 9 sociablEE Jamppi PROFEK,,,,,,,,55,2,1
ara GX,,1 Round 19 LewN Jamppi,,1 Round 21 MAGNUM PROFEK Jamppi sociablEE,,1 Round 23 sociablEE,,,,,48,0,1
westside GX,,4 Round 4 LewN PROFEK Round 9 LewN MAGNUM Round 14 PROFEK MAGNUM Round 17 MAGNUM sociablEE,1 Round 20 PROFEK Jamppi sociablEE,,,1 Round 9 MAGNUM,,,,,63,0,0
MAGNUM BBL,,5 Round 8 westside Flickless Round 9 grubinho Flickless Round 10 Flickless Cloud Round 16 westside ara Round 22 ara westside,,,,,,,,,46,0,2
PROFEK BBL,,3 Round 5 ara Cloud Round 8 grubinho Cloud Round 12 ara Cloud,,,,,,,,,42,0,0
sociablEE BBL,,7 Round 1 ara westside Round 4 westside Cloud Round 5 grubinho Flickless Round 6 westside grubinho Round 9 ara Cloud Round 13 ara grubinho Round 17 Flickless ara,,,,,2 Round 1 westside ara Round 4 westside Cloud,,,,56,0,1
Jamppi BBL,,2 Round 1 Cloud Flickless Round 23 Flickless grubinho,1 Round 7 westside Flickless ara,,,,,,,,49,5,0
LewN BBL,,4 Round 4 ara grubinho Round 6 Flickless ara Round 11 grubinho Cloud Round 18 Cloud Flickless,,1 Round 2 grubinho Flickless westside Cloud,,,,,,,51,0,0
