,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,3 Round 5 MAGNUM sociablEE Round 10 LewN MAGNUM Round 21 Jamppi LewN,1 Round 2 PROFEK Jamppi MAGNUM,,,,,,,,47,5,0
grubinho GX,,2 Round 1 LewN sociablEE Round 20 Jamppi LewN,,,,1 Round 18 PROFEK,,,,,30,0,1
Flickless GX,,4 Round 3 sociablEE MAGNUM Round 8 MAGNUM PROFEK Round 15 MAGNUM sociablEE Round 19 Jamppi MAGNUM,,,,,,,,,52,0,0
ara GX,,7 Round 3 Jamppi PROFEK Round 5 PROFEK Jamppi Round 7 MAGNUM Jamppi Round 10 PROFEK Jamppi Round 12 LewN PROFEK Round 17 sociablEE LewN Round 24 PROFEK sociablEE,,1 Round 18 MAGNUM sociablEE Jamppi LewN,,1 Round 21 PROFEK,,,,,100,0,2
westside GX,,2 Round 6 PROFEK MAGNUM westside Round 11 LewN PROFEK,,,,,,,,,37,1,0
MAGNUM BBL,,7 Round 1 grubinho ara Round 3 grubinho westside Round 5 Flickless westside Round 13 grubinho westside Round 16 westside Flickless Round 19 Cloud Flickless Round 21 Cloud Flickless,,,,,,,,,35,1,0
PROFEK BBL,,2 Round 13 Cloud ara Round 14 grubinho westside,1 Round 21 westside grubinho ara,,,,,,,,50,2,0
sociablEE BBL,,2 Round 12 Flickless Cloud Round 16 Cloud grubinho,2 Round 15 ara grubinho Cloud Round 23 grubinho Cloud westside,,,,1 Round 12 Cloud Flickless,,,,62,0,0
Jamppi BBL,,3 Round 9 westside ara Round 14 ara Cloud Round 18 westside Cloud,,,,,,,,,37,6,0
LewN BBL,,5 Round 1 Flickless Cloud Round 6 grubinho Flickless Round 9 grubinho Flickless Round 10 Flickless westside Round 15 Flickless westside,3 Round 8 Cloud ara Flickless Round 22 westside Flickless Cloud Round 24 westside grubinho ara,1 Round 4 grubinho ara Flickless Cloud,,2 Round 8 Flickless Round 24 ara,,,,,77,1,0
