,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Juicy WOL,,,,,,1 Round 7 Alfajer,,,,,25,1,0
SiuFatBB WOL,,4 Round 1 crashies kaajak Round 3 Boaster Alfajer Round 17 kaajak crashies Round 18 Alfajer crashies,,,,,,,,,42,5,0
Yuicaw WOL,,2 Round 7 crashies kaajak Round 12 Alfajer crashies,1 Round 2 Boaster Alfajer Chronicle,,,,,,,,50,0,0
Spring WOL,,2 Round 7 Boaster Chronicle Round 15 Alfajer Boaster,1 Round 12 kaajak Boaster Chronicle,,,,,,,,42,0,0
Lysoar WOL,,4 Round 1 Chronicle Alfajer Round 4 Alfajer crashies Round 8 Alfajer kaajak Round 13 Chronicle Alfajer,,,,,,,,,36,0,1
crashies FNC,,2 Round 13 Lysoar SiuFatBB Round 18 Lysoar Spring,,,,,,,,,65,2,1
Boaster FNC,,1 Round 17 Juicy SiuFatBB,2 Round 8 Spring SiuFatBB Lysoar Round 10 SiuFatBB Yuicaw Spring,,,,,,,,70,3,0
Chronicle FNC,,2 Round 16 Juicy Lysoar Round 18 Yuicaw SiuFatBB,,1 Round 6 Juicy Spring Lysoar SiuFatBB,,,,,,,65,0,0
kaajak FNC,,2 Round 9 Spring Juicy Round 14 Lysoar Juicy,1 Round 4 Spring SiuFatBB Lysoar,,,,,,,,46,0,1
Alfajer FNC,,6 Round 2 Lysoar Juicy Round 5 Juicy Spring Round 13 Juicy Spring Round 14 Spring SiuFatBB Round 15 Juicy Yuicaw Round 17 Yuicaw Lysoar,3 Round 3 Juicy Yuicaw Lysoar Round 7 Yuicaw Spring SiuFatBB Round 11 Lysoar Juicy SiuFatBB,,,,,,,,75,0,0
