,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MOLSI APK,,4 Round 4 hiro ANGE1 Round 5 ANGE1 Shao Round 22 Shao hiro Round 23 ANGE1 Ruxic,2 Round 6 ANGE1 hiro Ruxic Round 8 ANGE1 hiro koalanoob,,,,,,,,66,6,2
AvovA APK,,2 Round 6 koalanoob Shao Round 15 ANGE1 Ruxic,1 Round 12 Ruxic Shao koalanoob,,,,,,,,44,3,1
Governor APK,,6 Round 3 hiro Ruxic Round 4 Shao Ruxic Round 5 Ruxic hiro Round 9 koalanoob ANGE1 Round 13 Ruxic ANGE1 Round 18 hiro koalanoob,,,,,,,,,52,2,0
florescent APK,,4 Round 3 ANGE1 Shao Round 11 Ruxic hiro Round 18 Ruxic ANGE1 Round 22 ANGE1 koalanoob,3 Round 2 hiro Shao koalanoob Round 13 Shao hiro koalanoob Round 14 hiro koalanoob Shao,,,,,,,,61,0,0
batujnax APK,,1 Round 1 koalanoob Ruxic,2 Round 9 hiro Ruxic Shao Round 19 koalanoob Shao Ruxic,,,,,,,,47,0,2
ANGE1 NAVI,,2 Round 1 Governor MOLSI Round 3 MOLSI Governor,1 Round 12 MOLSI batujnax AvovA,,,2 Round 1 MOLSI Round 12 AvovA,,,,,43,1,2
Shao NAVI,,3 Round 18 batujnax AvovA Round 19 florescent MOLSI Round 21 florescent Governor,1 Round 7 batujnax florescent AvovA,,,,,,,,66,3,0
koalanoob NAVI,,3 Round 4 MOLSI Governor Round 15 batujnax AvovA Round 20 batujnax florescent,,,,1 Round 4 Governor,,,,,43,2,1
Ruxic NAVI,,1 Round 22 MOLSI florescent,,,,,,,,,34,3,0
hiro NAVI,,4 Round 1 florescent batujnax Round 7 MOLSI Governor Round 10 Governor florescent Round 15 Governor MOLSI,3 Round 16 batujnax MOLSI AvovA Round 17 Governor AvovA batujnax Round 20 ANGE1 Governor AvovA,,,,,,,,73,1,1
