,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MOLSI APK,,2 Round 9 Shao ANGE1 Round 21 koalanoob hiro,,,,,,,,,40,2,0
AvovA APK,,1 Round 17 Ruxic Shao,,,,,,,,,35,2,0
Governor APK,,2 Round 6 koalanoob Ruxic Round 17 ANGE1 koalanoob,1 Round 4 hiro ANGE1 Shao,,,1 Round 17 koalanoob,,,,,37,4,0
florescent APK,,2 Round 7 koalanoob hiro Round 14 koalanoob Shao,4 Round 11 Shao ANGE1 hiro Round 15 koalanoob Shao ANGE1 Round 19 hiro Shao ANGE1 Round 21 ANGE1 Ruxic Shao,1 Round 23 koalanoob hiro ANGE1 Shao,,1 Round 11 hiro,,,,,63,0,0
batujnax APK,,2 Round 20 hiro koalanoob Round 22 hiro Shao,1 Round 1 hiro koalanoob Shao,,,,,,,,32,1,2
ANGE1 NAVI,,2 Round 3 Governor AvovA Round 18 Governor MOLSI,,,,,,,,,42,3,0
Shao NAVI,,3 Round 3 MOLSI batujnax Round 6 batujnax Governor Round 16 florescent batujnax,2 Round 1 florescent Governor AvovA Round 8 batujnax AvovA MOLSI,,,,,,,,69,4,2
koalanoob NAVI,,6 Round 5 batujnax Governor Round 9 florescent Governor Round 13 AvovA Governor Round 17 MOLSI AvovA Round 22 batujnax MOLSI Round 24 florescent AvovA,1 Round 12 florescent MOLSI batujnax,,,,,,,,56,2,0
Ruxic NAVI,,2 Round 10 batujnax MOLSI Round 20 MOLSI florescent,1 Round 16 Governor AvovA MOLSI,,,,,,,,53,0,0
hiro NAVI,,2 Round 6 florescent AvovA Round 13 batujnax florescent,4 Round 7 AvovA MOLSI Governor Round 9 AvovA MOLSI batujnax Round 11 MOLSI batujnax AvovA Round 24 batujnax Governor MOLSI,,,,,,,,55,1,0
